location,year,load_curve,status,Ppvinst_kw,C_kwh,PinverterBESS_kw,lcoe_gross_usd_per_mwh,lcoe_net_usd_per_mwh,error_msg
Medellin,2017,industria2,Optimal,1407.58,1147.57,255.25,45.4107,-30.9977,
Medellin,2018,datacenter,Optimal,3537.76,4977.37,1000.0,44.0163,-32.3595,
Medellin,2018,industria1,Optimal,1000.0,445.54,295.12,52.5013,-32.1367,
Medellin,2018,industria2,Optimal,1639.07,1744.69,378.37,56.5874,-36.3357,
Medellin,2019,datacenter,Optimal,5000.0,9067.89,1669.9,68.7835,-58.215,
Medellin,2019,industria1,Optimal,1859.45,890.24,275.25,91.0412,-76.3519,
Medellin,2019,industria2,Optimal,2643.72,2599.02,543.53,86.5134,-72.2547,
Medellin,2020,datacenter,Optimal,5000.0,8375.39,1558.1,66.3281,-51.2171,
Medellin,2020,industria1,Optimal,1846.5,598.28,220.35,85.1886,-72.2222,
Medellin,2020,industria2,Optimal,2698.93,2438.34,514.82,85.9619,-66.4222,
Medellin,2021,datacenter,Optimal,2446.78,356.57,112.63,19.7988,-21.5984,
Medellin,2021,industria1,Optimal,1000.0,261.97,175.54,48.5416,-19.2872,
Medellin,2021,industria2,Optimal,1210.57,75.33,27.08,29.852,-23.7851,
Medellin,2022,datacenter,Optimal,2964.9,530.99,170.16,24.0879,-23.758,
Medellin,2022,industria1,Optimal,1200.44,259.57,147.97,55.5525,-26.6818,
Medellin,2022,industria2,Optimal,1564.46,280.15,96.52,39.4884,-28.131,
Medellin,2023,datacenter,Optimal,5000.0,8025.35,1615.2,65.2357,-105.4032,
Medellin,2023,industria1,Optimal,3498.6,3919.57,1024.24,207.3171,-237.1347,
Medellin,2023,industria2,Optimal,4202.55,5720.86,1191.08,152.1965,-177.5122,
Mocoa,2005,datacenter,Optimal,3906.84,5923.22,1187.25,50.0027,-33.1356,
Mocoa,2005,industria1,Optimal,1000.0,547.08,400.1,54.9536,-30.6242,
Mocoa,2005,industria2,Optimal,1766.3,2205.73,483.6,64.1873,-37.0442,
Mocoa,2006,datacenter,Optimal,3675.25,4701.31,1000.0,44.0597,-31.6967,
Mocoa,2006,industria1,Optimal,1000.0,520.02,380.83,54.3588,-28.4643,
Mocoa,2006,industria2,Optimal,1751.73,1865.4,438.27,60.3496,-35.3502,
Mocoa,2007,datacenter,Optimal,5000.0,10370.34,1872.05,73.391,-50.7342,
Mocoa,2007,industria1,Optimal,1151.67,859.24,446.41,66.1046,-48.1734,
Mocoa,2007,industria2,Optimal,2018.05,2826.65,566.02,75.8619,-57.1141,
Mocoa,2008,datacenter,Optimal,1000.0,0.0,0.0,8.32,6.423,
Mocoa,2008,industria1,Optimal,1000.0,135.88,127.07,46.0489,43.5766,
Mocoa,2008,industria2,Optimal,1000.0,0.0,0.0,24.6329,19.2135,
Mocoa,2009,datacenter,Optimal,5000.0,9379.12,1743.15,69.9172,-70.2429,
Mocoa,2009,industria1,Optimal,1612.55,1443.74,463.99,92.9055,-77.608,
Mocoa,2009,industria2,Optimal,2513.57,3074.06,629.34,88.8344,-81.4001,
Mocoa,2010,datacenter,Optimal,5000.0,10239.4,1929.65,73.0299,-84.3279,
Mocoa,2010,industria1,Optimal,1728.45,2042.16,485.75,107.5156,-93.2838,
Mocoa,2010,industria2,Optimal,2206.33,4142.99,819.2,93.7459,-78.8477,
Mocoa,2011,datacenter,Optimal,5000.0,9912.19,1892.0,71.8895,-60.3397,
Mocoa,2011,industria1,Optimal,1301.82,1566.31,401.34,83.3668,-53.5977,
Mocoa,2011,industria2,Optimal,1803.84,3539.59,763.05,79.2177,-50.6861,
Mocoa,2012,datacenter,Optimal,5000.0,10191.33,1894.95,72.8241,-81.6261,
Mocoa,2012,industria1,Optimal,1606.25,1590.94,562.54,95.871,-88.2883,
Mocoa,2012,industria2,Optimal,2457.94,3166.07,695.11,88.8431,-91.7861,
Mocoa,2013,datacenter,Optimal,1000.0,0.0,0.0,8.32,3.3867,
Mocoa,2013,industria1,Optimal,1000.0,165.87,61.82,46.1239,30.1168,
Mocoa,2013,industria2,Optimal,1000.0,5.94,5.56,24.7131,10.8623,
Mocoa,2014,datacenter,Optimal,5000.0,9234.28,1736.15,69.4251,-105.6898,
Mocoa,2014,industria1,Optimal,2654.37,2006.61,579.3,140.9729,-158.6066,
Mocoa,2014,industria2,Optimal,3576.59,3822.76,859.35,119.1806,-147.1273,
Mocoa,2015,datacenter,Optimal,1000.0,0.0,0.0,8.32,1.3338,
Mocoa,2015,industria1,Optimal,1000.0,39.96,34.15,43.7745,15.4339,
Mocoa,2015,industria2,Optimal,1000.0,0.0,0.0,24.6329,4.5207,
Mocoa,2016,datacenter,Optimal,5000.0,6136.21,1346.42,58.5847,-69.0811,
Mocoa,2016,industria1,Optimal,2829.95,1570.47,586.86,139.8731,-122.275,
Mocoa,2016,industria2,Optimal,3755.34,3100.95,757.39,115.3697,-106.5339,
Mocoa,2017,datacenter,Optimal,2882.43,1523.83,439.96,27.1736,-25.1391,
Mocoa,2017,industria1,Optimal,1029.96,352.49,235.27,51.5811,-24.332,
Mocoa,2017,industria2,Optimal,1411.21,629.5,181.82,40.087,-27.6494,
Mocoa,2018,datacenter,Optimal,3893.51,1372.89,326.1,33.6092,-26.3511,
Mocoa,2018,industria1,Optimal,1291.12,290.18,271.37,60.1853,-20.2052,
Mocoa,2018,industria2,Optimal,1849.78,348.17,112.48,46.1436,-26.8533,
Mocoa,2019,datacenter,Optimal,5000.0,2917.19,626.57,46.9087,-47.5747,
Mocoa,2019,industria1,Optimal,2396.7,304.96,142.59,99.4945,-64.6107,
Mocoa,2019,industria2,Optimal,2960.2,1371.92,285.12,79.9664,-58.9194,
Mocoa,2020,datacenter,Optimal,5000.0,6035.48,1237.15,58.1057,-42.2255,
Mocoa,2020,industria1,Optimal,2008.7,431.93,201.52,88.0618,-62.6972,
Mocoa,2020,industria2,Optimal,2768.9,1774.33,408.04,80.4451,-56.1696,
Mocoa,2021,datacenter,Optimal,1000.0,0.0,0.0,8.32,6.5704,
Mocoa,2021,industria1,Optimal,1000.0,38.26,35.78,43.7564,40.1804,
Mocoa,2021,industria2,Optimal,1000.0,0.0,0.0,24.6329,19.5355,
Mocoa,2022,datacenter,Optimal,3245.17,477.39,194.19,25.9055,-25.2007,
Mocoa,2022,industria1,Optimal,1533.22,187.47,110.69,66.0801,-31.3378,
Mocoa,2022,industria2,Optimal,1888.45,199.48,83.29,45.3652,-31.1467,
Mocoa,2023,datacenter,Optimal,5000.0,5609.62,1289.9,56.7549,-86.6744,
Mocoa,2023,industria1,Optimal,3727.66,3074.5,989.33,200.8387,-210.6536,
Mocoa,2023,industria2,Optimal,4484.28,4946.92,1166.59,150.3088,-154.0204,
Quibdo,2005,datacenter,Optimal,3197.14,994.09,363.83,27.5137,-19.7297,
Quibdo,2005,industria1,Optimal,1008.37,366.83,318.92,51.612,-11.1651,
Quibdo,2005,industria2,Optimal,1445.83,404.64,142.87,38.4347,-18.5645,
Quibdo,2006,datacenter,Optimal,3402.52,1683.57,557.25,31.5058,-21.8818,
Quibdo,2006,industria1,Optimal,1042.26,417.28,354.2,53.9405,-14.9697,
Quibdo,2006,industria2,Optimal,1591.32,757.63,224.74,45.2565,-21.3606,
Quibdo,2007,datacenter,Optimal,4471.67,3704.77,1000.0,46.3201,-27.2566,
Quibdo,2007,industria1,Optimal,1176.63,522.22,398.72,60.8954,-21.3986,
Quibdo,2007,industria2,Optimal,2126.61,1871.84,486.94,68.3825,-29.5091,
Quibdo,2008,datacenter,Optimal,5000.0,5492.36,1275.85,56.3455,-39.0468,
Quibdo,2008,industria1,Optimal,1367.89,886.14,478.4,74.5904,-36.7815,
Quibdo,2008,industria2,Optimal,2398.24,2518.24,583.48,80.776,-44.2578,
Quibdo,2009,datacenter,Optimal,5000.0,4696.78,1256.05,53.6669,-43.6581,
Quibdo,2009,industria1,Optimal,1712.72,1066.85,510.29,90.3618,-45.8052,
Quibdo,2009,industria2,Optimal,2872.62,2778.86,705.59,93.6681,-52.1364,
Quibdo,2010,datacenter,Optimal,5000.0,4991.65,1264.5,54.6611,-48.6634,
Quibdo,2010,industria1,Optimal,1776.77,1277.64,575.15,96.7328,-52.2098,
Quibdo,2010,industria2,Optimal,2951.64,2957.22,756.44,97.2661,-60.3216,
Quibdo,2011,datacenter,Optimal,5000.0,5540.48,1364.8,56.6224,-37.4623,
Quibdo,2011,industria1,Optimal,1362.16,864.91,501.68,74.1758,-32.5584,
Quibdo,2011,industria2,Optimal,2381.9,2464.77,611.9,80.019,-40.733,
Quibdo,2012,datacenter,Optimal,5000.0,6297.73,1477.1,59.2944,-63.4063,
Quibdo,2012,industria1,Optimal,1804.21,1689.3,622.84,105.116,-70.6123,
Quibdo,2012,industria2,Optimal,2958.55,3238.72,782.91,100.2911,-79.9056,
Quibdo,2013,datacenter,Optimal,5000.0,5160.23,1315.9,55.2905,-71.361,
Quibdo,2013,industria1,Optimal,2398.69,1900.17,569.09,129.8427,-96.5296,
Quibdo,2013,industria2,Optimal,3576.21,3357.16,814.04,114.4007,-99.4643,
Quibdo,2014,datacenter,Optimal,5000.0,5438.47,1330.85,56.2378,-82.5742,
Quibdo,2014,industria1,Optimal,2796.71,1988.24,590.39,145.8723,-130.232,
Quibdo,2014,industria2,Optimal,4114.73,4122.23,970.86,133.7386,-126.8923,
Quibdo,2015,datacenter,Optimal,5000.0,4397.79,1121.08,52.4932,-88.1065,
Quibdo,2015,industria1,Optimal,3857.75,2538.49,907.31,195.7768,-189.8126,
Quibdo,2015,industria2,Optimal,5000.0,4889.24,1267.09,160.8331,-160.6124,
Quibdo,2016,datacenter,Optimal,5000.0,3618.3,1014.95,49.7551,-54.4806,
Quibdo,2016,industria1,Optimal,2957.48,1411.52,507.81,141.2152,-91.6672,
Quibdo,2016,industria2,Optimal,4133.24,3033.27,788.02,122.6639,-84.0175,
Quibdo,2017,datacenter,Optimal,3546.6,1883.66,601.26,33.2407,-24.3538,
Quibdo,2017,industria1,Optimal,1206.09,418.72,279.29,59.3759,-21.8173,
Quibdo,2017,industria2,Optimal,1708.56,913.24,261.09,49.367,-27.4088,
Quibdo,2018,datacenter,Optimal,3887.72,2507.79,764.83,37.9273,-26.3233,
Quibdo,2018,industria1,Optimal,1263.72,467.64,288.88,62.3622,-25.4329,
Quibdo,2018,industria2,Optimal,1875.74,1258.88,368.16,56.6641,-30.3364,
Quibdo,2019,datacenter,Optimal,5000.0,4618.08,1160.75,53.2797,-45.0122,
Quibdo,2019,industria1,Optimal,2167.99,863.45,309.03,101.951,-62.9559,
Quibdo,2019,industria2,Optimal,3124.43,2506.75,594.0,95.7755,-59.4656,
Quibdo,2020,datacenter,Optimal,5000.0,3533.45,1000.0,49.4526,-31.8097,
Quibdo,2020,industria1,Optimal,2008.58,454.25,196.73,88.4084,-46.2115,
Quibdo,2020,industria2,Optimal,2834.85,1486.87,396.42,78.931,-43.0741,
Quibdo,2021,datacenter,Optimal,2834.79,0.0,0.0,21.1825,-14.4123,
Quibdo,2021,industria1,Optimal,1006.39,104.24,97.48,45.5365,-7.3886,
Quibdo,2021,industria2,Optimal,1356.2,0.0,0.0,32.026,-15.0698,
Quibdo,2022,datacenter,Optimal,3207.6,0.0,0.0,23.796,-14.972,
Quibdo,2022,industria1,Optimal,1231.54,112.21,104.21,53.8497,-11.1345,
Quibdo,2022,industria2,Optimal,1587.53,12.02,10.41,36.9863,-15.9385,
Quibdo,2023,datacenter,Optimal,5000.0,3463.56,1000.0,49.2196,-69.9738,
Quibdo,2023,industria1,Optimal,4037.21,2472.67,834.43,200.635,-170.1733,
Quibdo,2023,industria2,Optimal,5000.0,4236.06,1109.79,153.7751,-128.9834,
Riohacha,2005,datacenter,Optimal,5000.0,10562.02,1846.85,73.9971,-52.8964,
Riohacha,2005,industria1,Optimal,1221.36,743.03,269.7,65.433,-51.6539,
Riohacha,2005,industria2,Optimal,2109.35,2738.71,511.92,76.6789,-59.4541,
Riohacha,2006,datacenter,Optimal,5000.0,11162.99,1915.25,76.0905,-54.2144,
Riohacha,2006,industria1,Optimal,1244.36,757.11,272.2,66.5223,-54.4409,
Riohacha,2006,industria2,Optimal,2077.97,2722.85,526.44,75.9272,-60.1291,
Riohacha,2007,datacenter,Optimal,5000.0,11723.21,2005.4,78.0765,-76.2578,
Riohacha,2007,industria1,Optimal,1499.43,1376.08,353.12,86.9103,-79.4647,
Riohacha,2007,industria2,Optimal,2309.55,3154.07,582.47,85.2079,-86.5485,
Riohacha,2008,datacenter,Optimal,5000.0,11979.74,2048.2,78.9879,-89.1353,
Riohacha,2008,industria1,Optimal,1630.53,1826.28,496.17,100.3421,-95.6951,
Riohacha,2008,industria2,Optimal,2458.86,3466.5,645.03,91.6338,-100.9651,
Riohacha,2009,datacenter,Optimal,5000.0,11358.51,1965.8,76.8087,-98.0285,
Riohacha,2009,industria1,Optimal,2458.7,1830.6,536.68,130.596,-129.1863,
Riohacha,2009,industria2,Optimal,3283.49,3530.53,749.08,109.7849,-124.4021,
Riohacha,2010,datacenter,Optimal,5000.0,10962.62,1939.97,75.4548,-107.1397,
Riohacha,2010,industria1,Optimal,2491.04,2147.03,632.65,137.8463,-141.5557,
Riohacha,2010,industria2,Optimal,3461.04,3933.34,848.87,117.8332,-138.443,
Riohacha,2011,datacenter,Optimal,5000.0,11250.4,1978.75,76.4651,-87.0823,
Riohacha,2011,industria1,Optimal,1577.21,1825.78,569.81,98.9047,-92.3888,
Riohacha,2011,industria2,Optimal,2418.54,3407.84,685.42,90.3744,-99.6795,
Riohacha,2012,datacenter,Optimal,5000.0,12320.97,2123.1,80.2238,-121.78,
Riohacha,2012,industria1,Optimal,2381.34,2041.43,536.93,131.4255,-149.4213,
Riohacha,2012,industria2,Optimal,3241.49,4025.56,794.29,113.9752,-147.711,
Riohacha,2013,datacenter,Optimal,5000.0,11967.87,2073.1,78.981,-149.695,
Riohacha,2013,industria1,Optimal,3154.06,2830.68,869.18,175.1268,-243.1737,
Riohacha,2013,industria2,Optimal,3950.32,4874.82,1048.31,138.0559,-213.6985,
Riohacha,2014,datacenter,Optimal,5000.0,11740.85,2008.35,78.1392,-163.6704,
Riohacha,2014,industria1,Optimal,3599.41,4014.32,1103.72,213.1212,-308.3563,
Riohacha,2014,industria2,Optimal,4269.56,6051.49,1248.03,157.0723,-253.653,
Riohacha,2015,datacenter,Optimal,5000.0,8908.67,1610.25,68.1745,-159.3625,
Riohacha,2015,industria1,Optimal,5000.0,9384.85,1903.14,361.3341,-393.0841,
Riohacha,2015,industria2,Optimal,5000.0,8826.68,1717.03,201.4474,-294.1095,
Riohacha,2016,datacenter,Optimal,5000.0,8355.24,1631.58,66.3571,-108.2586,
Riohacha,2016,industria1,Optimal,3334.77,2930.15,879.77,183.4325,-226.1838,
Riohacha,2016,industria2,Optimal,4177.66,4899.67,1083.02,143.1543,-183.9396,
Riohacha,2017,datacenter,Optimal,5000.0,9832.36,1641.78,71.2956,-42.0155,
Riohacha,2017,industria1,Optimal,1376.34,390.65,145.93,64.1424,-49.4782,
Riohacha,2017,industria2,Optimal,2146.17,2325.6,419.44,73.0062,-50.3642,
Riohacha,2018,datacenter,Optimal,5000.0,10128.83,1725.05,72.3932,-48.6054,
Riohacha,2018,industria1,Optimal,1555.95,409.76,118.59,70.7721,-59.0301,
Riohacha,2018,industria2,Optimal,2409.18,2513.45,425.49,80.3431,-58.7276,
Riohacha,2019,datacenter,Optimal,5000.0,8230.66,1534.2,65.8142,-77.3921,
Riohacha,2019,industria1,Optimal,2713.75,1792.97,594.57,139.5507,-136.3859,
Riohacha,2019,industria2,Optimal,3363.55,3101.36,698.93,107.0153,-115.2258,
Riohacha,2020,datacenter,Optimal,5000.0,7534.04,1439.4,63.3673,-66.1664,
Riohacha,2020,industria1,Optimal,2676.82,1529.6,538.52,133.3152,-119.8036,
Riohacha,2020,industria2,Optimal,3310.25,2866.94,638.41,103.3603,-99.4567,
Riohacha,2021,datacenter,Optimal,4201.24,4565.43,928.28,47.2,-33.179,
Riohacha,2021,industria1,Optimal,1611.98,285.82,86.14,70.4477,-46.682,
Riohacha,2021,industria2,Optimal,2253.08,910.79,170.35,60.2926,-43.6336,
Riohacha,2022,datacenter,Optimal,4837.42,5772.61,1177.07,56.0108,-39.1548,
Riohacha,2022,industria1,Optimal,2012.34,329.68,173.31,86.2468,-64.6873,
Riohacha,2022,industria2,Optimal,2797.22,1348.45,329.3,76.5233,-56.7325,
Riohacha,2023,datacenter,Optimal,5000.0,7054.39,1430.75,61.7567,-128.0907,
Riohacha,2023,industria1,Optimal,5000.0,9544.87,1874.19,363.8872,-360.7038,
Riohacha,2023,industria2,Optimal,5000.0,8917.92,1657.48,202.1173,-250.9035,
Villavicencio,2005,datacenter,Optimal,5000.0,11504.32,1986.2,77.3215,-58.3622,
Villavicencio,2005,industria1,Optimal,1035.86,857.47,467.19,62.0324,-49.7008,
Villavicencio,2005,industria2,Optimal,1912.2,2848.7,544.37,73.7986,-62.9957,
Villavicencio,2006,datacenter,Optimal,5000.0,11088.83,1877.35,75.7936,-53.0671,
Villavicencio,2006,industria1,Optimal,1040.35,824.79,476.79,61.6977,-44.585,
Villavicencio,2006,industria2,Optimal,1929.67,2790.25,554.73,73.6243,-58.2699,
Villavicencio,2007,datacenter,Optimal,5000.0,12023.42,2047.25,79.1323,-76.2671,
Villavicencio,2007,industria1,Optimal,1205.06,1366.96,571.57,77.5973,-69.4598,
Villavicencio,2007,industria2,Optimal,2018.35,3079.89,604.47,78.5171,-82.6499,
Villavicencio,2008,datacenter,Optimal,5000.0,11671.08,2010.83,77.9098,-86.1733,
Villavicencio,2008,industria1,Optimal,1308.6,1620.72,620.81,86.0272,-79.4171,
Villavicencio,2008,industria2,Optimal,2187.39,3236.17,693.79,83.9147,-92.0536,
Villavicencio,2009,datacenter,Optimal,5000.0,11303.33,1935.5,76.585,-97.601,
Villavicencio,2009,industria1,Optimal,1548.97,1799.57,568.79,97.4281,-102.4776,
Villavicencio,2009,industria2,Optimal,2418.17,3273.26,640.33,88.8635,-109.2123,
Villavicencio,2010,datacenter,Optimal,5000.0,12073.04,2030.75,79.2762,-114.2873,
Villavicencio,2010,industria1,Optimal,1600.62,2099.14,661.81,105.0661,-120.3969,
Villavicencio,2010,industria2,Optimal,2352.63,3677.65,728.17,91.8358,-130.2266,
Villavicencio,2011,datacenter,Optimal,5000.0,11200.36,1970.88,76.288,-85.1339,
Villavicencio,2011,industria1,Optimal,1297.04,1649.07,630.7,86.1632,-79.0284,
Villavicencio,2011,industria2,Optimal,2152.24,3324.47,672.79,83.9754,-93.1161,
Villavicencio,2012,datacenter,Optimal,5000.0,11643.65,1971.9,77.7674,-110.5634,
Villavicencio,2012,industria1,Optimal,1531.51,2058.54,649.12,101.7874,-113.5113,
Villavicencio,2012,industria2,Optimal,2370.14,3437.95,673.02,89.6191,-123.1747,
Villavicencio,2013,datacenter,Optimal,5000.0,11209.88,1927.5,76.2629,-133.2788,
Villavicencio,2013,industria1,Optimal,2049.66,2042.05,540.41,119.482,-161.2323,
Villavicencio,2013,industria2,Optimal,3132.53,4255.62,829.05,114.1197,-163.4981,
Villavicencio,2014,datacenter,Optimal,5000.0,11144.97,1927.0,76.0458,-138.4036,
Villavicencio,2014,industria1,Optimal,2565.21,2217.95,596.24,141.4973,-188.3036,
Villavicencio,2014,industria2,Optimal,3506.38,4335.67,874.12,122.8441,-182.3417,
Villavicencio,2015,datacenter,Optimal,5000.0,8466.22,1582.35,66.6627,-138.5,
Villavicencio,2015,industria1,Optimal,3326.38,3173.19,954.14,187.8056,-274.155,
Villavicencio,2015,industria2,Optimal,4247.71,5737.03,1211.45,153.3726,-226.8725,
Villavicencio,2016,datacenter,Optimal,5000.0,8161.15,1532.35,65.58,-90.4597,
Villavicencio,2016,industria1,Optimal,2754.6,1877.3,621.88,142.6585,-149.0062,
Villavicencio,2016,industria2,Optimal,3644.72,3476.42,767.17,116.8183,-134.6758,
Villavicencio,2017,datacenter,Optimal,4034.54,5615.75,1158.48,49.835,-34.2768,
Villavicencio,2017,industria1,Optimal,1013.15,501.08,347.99,54.2868,-33.0828,
Villavicencio,2017,industria2,Optimal,1771.82,2014.79,417.15,62.1594,-37.4107,
Villavicencio,2018,datacenter,Optimal,4231.38,5490.21,1216.18,50.8719,-34.6089,
Villavicencio,2018,industria1,Optimal,1129.44,575.07,366.46,59.8816,-34.8139,
Villavicencio,2018,industria2,Optimal,1907.56,2062.33,488.92,65.7243,-41.4054,
Villavicencio,2019,datacenter,Optimal,5000.0,7502.6,1519.0,63.3667,-61.1769,
Villavicencio,2019,industria1,Optimal,2043.72,1031.11,339.75,100.5501,-80.6332,
Villavicencio,2019,industria2,Optimal,2949.02,2754.07,610.64,94.6409,-78.4293,
Villavicencio,2020,datacenter,Optimal,5000.0,8083.73,1471.0,65.2415,-56.7842,
Villavicencio,2020,industria1,Optimal,1996.41,833.44,270.76,94.9814,-75.4091,
Villavicencio,2020,industria2,Optimal,2871.97,2589.71,523.36,91.0807,-72.7342,
Villavicencio,2021,datacenter,Optimal,3083.95,1588.83,430.98,28.7912,-27.0789,
Villavicencio,2021,industria1,Optimal,1109.75,339.28,207.88,54.0508,-28.4113,
Villavicencio,2021,industria2,Optimal,1525.86,685.17,186.26,43.0333,-31.2148,
Villavicencio,2022,datacenter,Optimal,4165.63,3972.16,892.86,44.9258,-32.4645,
Villavicencio,2022,industria1,Optimal,1454.08,350.85,164.05,66.3881,-39.5285,
Villavicencio,2022,industria2,Optimal,2094.66,1241.4,285.66,60.7153,-40.6495,
Villavicencio,2023,datacenter,Optimal,5000.0,6866.51,1402.3,61.0929,-109.7952,
Villavicencio,2023,industria1,Optimal,3707.28,3971.0,1034.05,215.8025,-252.1462,
Villavicencio,2023,industria2,Optimal,4516.89,5670.55,1182.71,158.1918,-191.5451,
Yopal,2005,datacenter,Optimal,5000.0,11384.71,1958.85,76.8869,-47.5889,
Yopal,2005,industria1,Optimal,1000.0,720.86,414.81,58.0376,-41.8255,
Yopal,2005,industria2,Optimal,1823.82,2684.89,538.19,70.323,-52.7378,
Yopal,2006,datacenter,Optimal,5000.0,10666.44,1910.55,74.4287,-42.5065,
Yopal,2006,industria1,Optimal,1000.0,638.55,416.18,56.633,-37.2205,
Yopal,2006,industria2,Optimal,1851.4,2569.36,539.9,69.7616,-47.9863,
Yopal,2007,datacenter,Optimal,5000.0,11959.58,2073.2,78.9535,-66.0295,
Yopal,2007,industria1,Optimal,1132.44,1123.39,490.47,70.2441,-60.9593,
Yopal,2007,industria2,Optimal,1985.82,3014.37,597.57,77.1683,-73.8128,
Yopal,2008,datacenter,Optimal,5000.0,11887.24,2068.0,78.7055,-74.3084,
Yopal,2008,industria1,Optimal,1270.87,1518.7,583.51,82.6607,-69.8615,
Yopal,2008,industria2,Optimal,2087.62,3158.33,660.31,80.9455,-81.9904,
Yopal,2009,datacenter,Optimal,5000.0,11436.79,1965.45,77.0692,-87.7853,
Yopal,2009,industria1,Optimal,1645.37,1684.08,456.86,98.1703,-95.4971,
Yopal,2009,industria2,Optimal,2494.96,3103.17,591.27,88.5879,-100.2218,
Yopal,2010,datacenter,Optimal,5000.0,11852.97,2015.6,78.5226,-98.3394,
Yopal,2010,industria1,Optimal,1602.47,1998.86,604.59,103.0244,-107.4633,
Yopal,2010,industria2,Optimal,2438.5,3522.23,712.82,92.0243,-114.3801,
Yopal,2011,datacenter,Optimal,5000.0,11315.47,2003.05,76.7139,-72.6119,
Yopal,2011,industria1,Optimal,1265.13,1448.58,614.45,81.4579,-68.2932,
Yopal,2011,industria2,Optimal,2067.95,3192.64,656.32,80.8607,-81.8146,
Yopal,2012,datacenter,Optimal,5000.0,11967.18,2053.5,78.953,-101.5571,
Yopal,2012,industria1,Optimal,1568.99,1902.14,570.08,99.9215,-107.0887,
Yopal,2012,industria2,Optimal,2407.46,3352.59,657.78,89.4917,-114.4047,
Yopal,2013,datacenter,Optimal,5000.0,11382.31,1991.15,76.9212,-125.1359,
Yopal,2013,industria1,Optimal,2303.0,2096.06,533.2,129.5094,-160.6854,
Yopal,2013,industria2,Optimal,3274.55,4159.13,837.88,116.1491,-159.8858,
Yopal,2014,datacenter,Optimal,5000.0,11331.35,1997.47,76.7596,-133.4206,
Yopal,2014,industria1,Optimal,2817.15,2321.58,693.0,153.0277,-198.4239,
Yopal,2014,industria2,Optimal,3643.09,4396.73,929.39,126.4986,-182.7428,
Yopal,2015,datacenter,Optimal,5000.0,8343.49,1594.16,66.2689,-138.5456,
Yopal,2015,industria1,Optimal,3546.2,3858.02,1024.31,207.9794,-292.9306,
Yopal,2015,industria2,Optimal,4365.2,6156.64,1268.22,160.1736,-235.4795,
Yopal,2016,datacenter,Optimal,5000.0,7907.49,1546.55,64.7528,-89.4192,
Yopal,2016,industria1,Optimal,2905.44,2047.85,704.8,151.594,-158.8758,
Yopal,2016,industria2,Optimal,3706.69,3537.47,832.57,118.9608,-139.2543,
Yopal,2017,datacenter,Optimal,3610.31,4618.08,1000.0,43.3269,-31.4141,
Yopal,2017,industria1,Optimal,1001.66,391.88,271.89,51.4829,-31.2672,
Yopal,2017,industria2,Optimal,1691.96,1707.58,376.43,57.3113,-36.4666,
Yopal,2018,datacenter,Optimal,3880.93,4993.63,1040.13,46.5288,-33.6986,
Yopal,2018,industria1,Optimal,1100.5,434.5,245.13,55.6036,-35.2266,
Yopal,2018,industria2,Optimal,1812.28,1898.39,429.13,61.8966,-41.1965,
Yopal,2019,datacenter,Optimal,5000.0,7506.83,1490.5,63.3435,-60.3536,
Yopal,2019,industria1,Optimal,2192.33,1088.26,379.12,107.1641,-87.3521,
Yopal,2019,industria2,Optimal,3007.88,2646.41,597.96,94.7506,-81.5354,
Yopal,2020,datacenter,Optimal,5000.0,7573.07,1467.55,63.5343,-53.4508,
Yopal,2020,industria1,Optimal,2117.66,797.3,287.98,98.8553,-78.2193,
Yopal,2020,industria2,Optimal,2981.81,2419.76,553.37,91.7991,-72.8474,
Yopal,2021,datacenter,Optimal,2973.98,824.68,228.37,25.2071,-26.0184,
Yopal,2021,industria1,Optimal,1105.71,298.21,155.3,52.8447,-28.8756,
Yopal,2021,industria2,Optimal,1495.89,473.92,131.52,40.1135,-31.243,
Yopal,2022,datacenter,Optimal,3633.46,2092.7,550.25,34.4798,-30.5857,
Yopal,2022,industria1,Optimal,1604.27,290.58,125.85,70.5189,-41.1081,
Yopal,2022,industria2,Optimal,2179.97,742.02,182.29,57.1556,-40.3979,
Yopal,2023,datacenter,Optimal,5000.0,7168.49,1475.25,62.1954,-112.0832,
Yopal,2023,industria1,Optimal,4003.26,5385.77,1270.41,252.3848,-271.951,
Yopal,2023,industria2,Optimal,4602.93,6577.11,1344.82,169.5555,-201.5659,
