,pv_per_unit
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.00372
7,0.09503
8,0.21731
9,0.4174
10,0.46165
11,0.60202
12,0.64977
13,0.53616
14,0.49141
15,0.32913
16,0.1766
17,0.03
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0044800000000000005
31,0.07709
32,0.27597000000000005
33,0.31660000000000005
34,0.51424
35,0.57141
36,0.5793200000000001
37,0.6273
38,0.49557
39,0.31775
40,0.18672999999999998
41,0.04019
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.00289
55,0.11022
56,0.24480000000000002
57,0.33874
58,0.43893
59,0.58846
60,0.5424
61,0.59373
62,0.5185299999999999
63,0.35998
64,0.20509
65,0.039200000000000006
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.00359
79,0.0793
80,0.21806999999999999
81,0.38838
82,0.40437
83,0.58235
84,0.54906
85,0.53716
86,0.44861
87,0.36682
88,0.15528999999999998
89,0.02996
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0022
103,0.10089000000000001
104,0.25694
105,0.35017000000000004
106,0.41718
107,0.41738
108,0.28155
109,0.49843
110,0.38927
111,0.26714
112,0.19187
113,0.04081
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.00315
127,0.10394
128,0.22509
129,0.40169
130,0.52987
131,0.59803
132,0.65784
133,0.5609299999999999
134,0.43626
135,0.39107
136,0.22655
137,0.04225
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.00333
151,0.10258
152,0.26339
153,0.39368000000000003
154,0.51985
155,0.50696
156,0.44786000000000004
157,0.5647300000000001
158,0.44842000000000004
159,0.38149
160,0.1987
161,0.05572
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.00141
175,0.05854
176,0.16827
177,0.20976
178,0.49376
179,0.53959
180,0.62599
181,0.57024
182,0.48308
183,0.40886
184,0.17057
185,0.040490000000000005
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.00136
199,0.07762000000000001
200,0.17629
201,0.30925
202,0.3363
203,0.42744
204,0.4854
205,0.53961
206,0.45261
207,0.32747000000000004
208,0.2164
209,0.05117
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.00123
223,0.08819
224,0.22105000000000002
225,0.37109
226,0.51183
227,0.42572000000000004
228,0.61998
229,0.60373
230,0.43766000000000005
231,0.30369
232,0.16515000000000002
233,0.03306
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.00094
247,0.059590000000000004
248,0.22868
249,0.35769999999999996
250,0.44641000000000003
251,0.5648200000000001
252,0.49995
253,0.5091
254,0.47455
255,0.32981
256,0.17464
257,0.02966
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.00044
271,0.019010000000000003
272,0.05842
273,0.07515999999999999
274,0.32650999999999997
275,0.38024
276,0.41187
277,0.39833999999999997
278,0.35888
279,0.35335
280,0.17104
281,0.05092
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0009699999999999999
295,0.0492
296,0.20884
297,0.32997000000000004
298,0.41554
299,0.43991
300,0.57529
301,0.46227999999999997
302,0.51654
303,0.28847
304,0.16062
305,0.0315
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.00046
319,0.01802
320,0.056659999999999995
321,0.16937
322,0.21900999999999998
323,0.30815
324,0.44079
325,0.5230199999999999
326,0.43945
327,0.24569
328,0.10396999999999999
329,0.028030000000000003
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.00098
343,0.08238
344,0.22607
345,0.36389
346,0.34682999999999997
347,0.42643000000000003
348,0.32206999999999997
349,0.28323000000000004
350,0.27143
351,0.25707
352,0.06116
353,0.01103
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.00061
367,0.04611
368,0.11334000000000001
369,0.21818
370,0.28398
371,0.3357
372,0.39879000000000003
373,0.48571
374,0.53122
375,0.38537
376,0.161
377,0.04653
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.00285
391,0.09570999999999999
392,0.25955
393,0.37895
394,0.57621
395,0.6125900000000001
396,0.61413
397,0.56909
398,0.48331
399,0.34722000000000003
400,0.21366
401,0.0525
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.00141
415,0.04068
416,0.12509
417,0.16437000000000002
418,0.4086
419,0.50657
420,0.56304
421,0.58063
422,0.5275299999999999
423,0.36546
424,0.20007
425,0.0376
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.01276
440,0.046270000000000006
441,0.01764
442,0.01331
443,0.09159
444,0.13506
445,0.5889500000000001
446,0.47116
447,0.37276
448,0.15102000000000002
449,0.0361
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.00644
465,0.00454
466,0.00101
467,0.00434
468,0.01692
469,0.21209
470,0.16141
471,0.11848
472,0.057909999999999996
473,0.0159
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.00302
487,0.02169
488,0.0737
489,0.17747
490,0.16438
491,0.34358999999999995
492,0.56251
