,cop_per_kwh
0,186.57681
1,186.57681
2,186.57681
3,198.25581
4,186.57681
5,186.57681
6,185.57681
7,183.55681
8,185.57681
9,185.57681
10,186.57681
11,186.57681
12,187.55681
13,191.47781
14,187.55681
15,186.57681
16,186.57681
17,187.55681
18,224.57681
19,224.57681
20,224.57681
21,224.57681
22,224.57681
23,186.57681
24,145.72632
25,145.72632
26,145.72632
27,145.72632
28,145.72632
29,145.72632
30,145.72632
31,145.72632
32,145.72632
33,145.72632
34,150.65332
35,226.72632
36,226.72632
37,226.72632
38,226.72632
39,226.72632
40,188.70632
41,226.72632
42,257.72632
43,257.72632
44,257.72632
45,257.72632
46,257.72632
47,226.72632
48,97.90116
49,188.15416
50,184.15416
51,97.90116
52,184.15416
53,198.85316
54,188.15416
55,205.17416
56,205.17416
57,205.17416
58,205.17416
59,225.17416
60,225.17416
61,226.17416
62,226.17416
63,226.17416
64,226.17416
65,225.17416
66,226.17416
67,244.17416
68,226.17416
69,226.17416
70,205.17416
71,205.17416
72,98.05722
73,98.05722
74,98.05722
75,98.05722
76,107.05722
77,107.05722
78,107.05722
79,107.05722
80,115.55722
81,194.05722
82,194.05722
83,194.05722
84,194.05722
85,194.05722
86,194.05722
87,194.05722
88,194.05722
89,194.05722
90,224.05722
91,224.05722
92,194.05722
93,194.05722
94,194.05722
95,115.55722
96,114.63114
97,114.63114
98,114.63114
99,114.63114
100,114.63114
101,114.63114
102,114.63114
103,114.63114
104,186.13114
105,186.13114
106,203.12114
107,203.12114
108,203.12114
109,203.12114
110,203.12114
111,203.12114
112,203.12114
113,203.12114
114,206.13114
115,206.13114
116,206.13114
117,203.12114
118,203.12114
119,186.13114
120,181.40491
121,181.40491
122,181.40491
123,181.40491
124,181.40491
125,181.40491
126,181.40491
127,181.40491
128,184.50491
129,185.50491
130,200.50491
131,200.50491
132,200.50491
133,200.50491
134,200.50491
135,200.50491
136,200.50491
137,200.50491
138,200.50491
139,200.50491
140,200.50491
141,200.50491
142,185.50491
143,184.50491
144,183.59194
145,183.59194
146,183.59194
147,183.59194
148,183.59194
149,183.59194
150,183.59194
151,189.59194
152,189.59194
153,201.59194
154,200.59194
155,208.85194
156,208.85194
157,208.85194
158,208.85194
159,208.85194
160,208.85194
161,201.59194
162,208.85194
163,208.85194
164,208.85194
165,208.85194
166,189.59194
167,189.59194
168,202.09207
169,202.09207
170,201.09207
171,201.09207
172,201.09207
173,201.09207
174,201.09207
175,203.09207
176,203.09207
177,203.09207
178,203.09207
179,204.09207
180,204.09207
181,204.09207
182,204.09207
183,204.09207
184,204.09207
185,204.09207
186,209.35207
187,209.35207
188,209.35207
189,204.09207
190,203.09207
191,203.09207
192,200.05558
193,200.05558
194,200.05558
195,200.05558
196,200.05558
197,200.05558
198,175.05558
199,175.05558
200,200.05558
201,200.05558
202,200.05558
203,200.05558
204,200.05558
205,200.05558
206,200.05558
207,200.05558
208,200.05558
209,200.05558
210,205.05558
211,205.05558
212,205.05558
213,205.05558
214,205.05558
215,205.05558
216,203.67019
217,203.67019
218,203.67019
219,203.67019
220,203.67019
221,203.67019
222,202.14419
223,202.14419
224,200.14419
225,200.14419
226,203.67019
227,203.67019
228,203.67019
229,203.67019
230,203.67019
231,203.67019
232,203.67019
233,202.14419
234,203.67019
235,203.67019
236,203.67019
237,203.67019
238,203.67019
239,200.14419
240,213.68101
241,213.68101
242,213.68101
243,213.68101
244,213.68101
245,213.68101
246,213.68101
247,219.42101
248,253.42101
249,254.42101
250,254.42101
251,254.42101
252,254.42101
253,254.42101
254,254.42101
255,254.42101
256,254.42101
257,254.42101
258,324.42101
259,324.42101
260,254.42101
261,254.42101
262,253.42101
263,229.42101
264,229.49992
265,229.49992
266,229.49992
267,229.49992
268,229.49992
269,229.49992
270,229.49992
271,234.49992
272,234.49992
273,234.49992
274,253.49992
275,253.49992
276,253.49992
277,253.49992
278,253.49992
279,253.49992
280,253.49992
281,253.49992
282,253.49992
283,253.49992
284,253.49992
285,253.49992
286,234.49992
287,234.49992
288,233.87376
289,233.87376
290,233.87376
291,232.37376
292,233.87376
293,233.87376
294,233.87376
295,233.87376
296,242.37376
297,242.37376
298,242.37376
299,242.37376
300,242.37376
301,242.37376
302,242.37376
303,242.37376
304,242.37376
305,242.37376
306,244.37376
307,244.37376
308,242.37376
309,242.37376
310,234.27376
311,233.87376
312,243.32265
313,242.32265
314,242.32265
315,242.32265
316,242.32265
317,243.32265
318,243.32265
319,247.32265
320,249.82265
321,249.82265
322,249.82265
323,254.32265
324,249.82265
325,249.82265
326,274.32265
327,274.32265
328,254.32265
329,249.82265
330,274.32265
331,274.32265
332,274.32265
333,249.82265
334,249.82265
335,249.82265
336,249.84915
337,244.34915
338,244.34915
339,244.34915
340,244.34915
341,244.34915
342,244.34915
343,249.84915
344,249.84915
345,249.84915
346,265.34915
347,265.34915
348,265.34915
349,265.34915
350,265.34915
351,265.34915
352,265.34915
353,254.34915
354,265.34915
355,265.34915
356,265.34915
357,265.34915
358,249.84915
359,249.84915
360,241.40518
361,241.40518
362,241.40518
363,241.40518
364,241.40518
365,241.40518
366,224.40518
367,241.40518
368,241.40518
369,244.40518
370,259.90518
371,259.90518
372,259.90518
373,259.90518
374,259.90518
375,259.90518
376,259.90518
377,259.90518
378,265.40518
379,265.40518
380,265.40518
381,265.40518
382,265.40518
383,259.90518
384,239.4411
385,239.4411
386,183.2201
387,179.9211
388,211.4411
389,239.4411
390,239.4411
391,248.4411
392,248.4411
393,249.4411
394,249.4411
395,255.4411
396,264.4411
397,294.4411
398,289.4411
399,289.4411
400,294.4411
401,255.4411
402,289.4411
403,289.4411
404,294.4411
405,249.4411
406,248.4411
407,248.4411
408,244.51566
409,244.51566
410,244.51566
411,244.51566
412,244.51566
413,247.31566
414,247.31566
415,247.31566
416,253.31566
417,253.31566
418,289.31566
419,289.31566
420,289.31566
421,289.31566
422,289.31566
423,349.31566
424,289.31566
425,264.31566
426,289.31566
427,294.31566
428,289.31566
429,264.31566
430,247.31566
431,247.31566
432,254.36322
433,254.36322
434,254.36322
435,254.36322
436,254.36322
437,254.36322
438,254.36322
439,255.36322
440,255.36322
441,255.36322
442,258.36322
443,264.36322
444,264.36322
445,264.36322
446,291.36322
447,291.36322
448,258.36322
449,258.36322
450,291.36322
451,291.36322
452,291.36322
453,258.36322
454,255.36322
455,255.36322
456,254.34576
457,254.34576
458,254.34576
459,254.34576
460,254.34576
461,254.34576
462,259.34576
463,261.34576
464,279.34576
465,299.34576
466,299.34576
467,299.34576
468,314.34576
469,314.34576
470,314.34576
471,314.34576
472,314.34576
473,299.34576
474,314.34576
475,314.34576
476,314.34576
477,299.34576
478,280.34676
479,264.34576
480,290.87843
481,285.87843
482,285.87843
483,285.87843
484,285.87843
485,290.87843
486,291.87843
487,291.87843
488,300.87843
489,300.87843
490,300.87843
491,315.87843
492,315.87843
493,300.87843
494,315.87843
495,315.87843
496,305.87843
497,300.87843
498,315.87843
499,315.87843
500,315.87843
501,305.87843
502,300.87843
503,300.87843
504,301.6331
505,301.6331
506,297.6331
507,286.7331
508,286.7331
509,297.6331
510,279.7331
511,310.7331
512,310.7331
513,317.7331
514,317.7331
515,317.7331
516,317.7331
517,317.7331
518,317.7331
519,317.7331
520,310.7331
521,310.7331
522,317.7331
523,317.7331
524,317.7331
525,310.7331
526,310.7331
527,301.6331
528,305.62956
529,305.62956
530,305.62956
531,305.62956
532,305.62956
533,305.62956
534,276.72956
535,284.72956
536,305.62956
537,305.62956
538,305.62956
539,305.62956
540,315.72956
541,315.72956
542,315.72956
543,305.62956
544,305.62956
545,305.62956
546,320.72956
547,320.72956
548,320.72956
549,320.72956
550,320.72956
551,305.62956
552,307.31229
553,307.31229
554,304.80729
555,304.21229
556,307.31229
557,307.31229
558,307.31229
559,316.31229
560,316.31229
561,334.31229
562,334.31229
563,374.31229
564,354.31229
565,354.31229
566,374.31229
567,374.31229
568,374.31229
569,354.31229
570,354.31229
571,374.31229
572,374.31229
573,334.31229
574,316.31229
575,316.31229
576,364.34159
577,364.34159
578,364.34159
579,364.34159
580,364.34159
581,364.34159
582,364.34159
583,434.34159
584,484.34159
585,484.34159
586,484.34159
587,484.34159
588,484.34159
589,484.34159
590,484.34159
591,484.34159
592,484.34159
593,484.34159
594,484.34159
595,484.34159
596,484.34159
597,484.34159
598,434.34159
599,367.34159
600,374.22893
601,373.22893
602,373.22893
603,373.22893
604,373.22893
605,374.22893
606,374.22893
607,374.22893
608,384.22893
609,414.22893
610,414.22893
611,414.22893
612,414.22893
613,414.22893
614,414.22893
615,414.22893
616,414.22893
617,414.22893
618,414.22893
619,414.22893
620,414.22893
621,414.22893
622,384.22893
623,374.22893
624,384.59382
625,384.59382
626,379.59282
627,379.59282
628,379.59282
629,389.59382
630,414.59282
631,434.59382
632,434.59382
633,434.59382
634,529.59382
635,529.59382
636,529.59382
