,cop_per_kwh
0,72.01687
1,136.71387
2,127.71387
3,127.71387
4,127.71387
5,72.01687
6,72.01687
7,72.01687
8,72.01687
9,72.01687
10,72.01687
11,136.71387
12,136.71387
13,136.71387
14,136.71387
15,136.67187
16,127.71387
17,72.01687
18,183.93187
19,406.73387
20,213.73387
21,213.73387
22,213.73387
23,136.71387
24,71.33575
25,71.33575
26,71.33575
27,71.33575
28,71.33575
29,73.95075
30,73.95075
31,137.87975
32,185.09775
33,387.89975
34,387.89975
35,387.89975
36,307.89975
37,357.79975
38,357.79975
39,357.79975
40,357.79975
41,307.89975
42,397.89975
43,387.89975
44,357.79975
45,307.89975
46,307.89975
47,307.89975
48,116.30559
49,116.30559
50,126.28559
51,126.28559
52,135.28559
53,126.28559
54,123.45759
55,275.30559
56,275.30559
57,275.30559
58,275.30559
59,275.30559
60,275.30559
61,275.30559
62,275.30559
63,275.30559
64,275.30559
65,275.30559
66,285.30559
67,285.30559
68,275.30559
69,275.30559
70,275.30559
71,275.30559
72,144.36479
73,144.36479
74,144.36479
75,144.36479
76,134.34479
77,144.36479
78,134.34479
79,144.36479
80,188.36479
81,255.36479
82,255.36479
83,255.36479
84,255.36479
85,255.36479
86,255.36479
87,255.36479
88,255.36479
89,255.36479
90,255.36479
91,255.36479
92,255.36479
93,255.36479
94,255.36479
95,188.36479
96,209.12146
97,209.12146
98,188.12146
99,188.12146
100,188.12146
101,188.12146
102,180.62446
103,157.12146
104,188.12146
105,188.12146
106,209.12146
107,209.12146
108,305.12146
109,305.12146
110,209.12146
111,209.12146
112,188.12146
113,209.12146
114,305.12146
115,305.12146
116,305.12146
117,305.12146
118,305.12146
119,209.12146
120,205.19358
121,190.49358
122,205.19358
123,190.49358
124,190.49358
125,190.49358
126,190.49358
127,190.49358
128,205.19358
129,205.19358
130,205.19358
131,205.19358
132,205.19358
133,216.19358
134,205.19358
135,205.19358
136,205.19358
137,205.19358
138,250.19358
139,251.19358
140,251.19358
141,216.19358
142,216.19358
143,205.19358
144,184.80369
145,184.80369
146,184.80369
147,184.80369
148,184.80369
149,184.80369
150,184.80369
151,225.30369
152,213.80369
153,225.30369
154,304.30969
155,325.80369
156,325.80369
157,325.80369
158,325.80369
159,325.80369
160,325.80369
161,304.30969
162,325.80369
163,325.80369
164,325.80369
165,325.80369
166,225.30369
167,213.80369
168,209.78274
169,209.78274
170,185.39774
171,184.28274
172,201.28274
173,209.78274
174,209.78274
175,217.28274
176,245.18274
177,245.18274
178,245.18274
179,334.28274
180,334.28274
181,304.28174
182,334.28274
183,334.28274
184,304.28174
185,245.18274
186,304.28174
187,404.28174
188,334.28274
189,250.28274
190,245.18274
191,250.28274
192,303.38601
193,218.88001
194,207.88001
195,207.88001
196,207.88001
197,207.88001
198,207.88001
199,218.88001
200,309.78001
201,309.78001
202,309.78001
203,353.88001
204,353.88001
205,353.88001
206,353.88001
207,353.88001
208,353.88001
209,309.78001
210,309.78001
211,353.88001
212,309.78001
213,309.78001
214,309.78001
215,309.78001
216,244.83996
217,244.83996
218,244.83996
219,244.83996
220,244.83996
221,244.83996
222,244.83996
223,303.83896
224,305.83996
225,305.83996
226,305.83996
227,331.95396
228,331.95396
229,403.83896
230,423.83996
231,403.83896
232,331.95396
233,305.83996
234,331.95396
235,331.95396
236,331.95396
237,305.83996
238,305.83996
239,303.83896
240,303.88491
241,266.88591
242,200.88591
243,185.88591
244,185.88591
245,185.88591
246,185.88591
247,266.88591
248,310.98591
249,310.98591
250,334.88591
251,334.88591
252,334.88591
253,334.88591
254,334.88591
255,334.88591
256,334.88591
257,310.98591
258,334.88591
259,334.88591
260,334.88591
261,334.88591
262,310.98591
263,303.39191
264,304.02806
265,254.02906
266,254.02906
267,254.02906
268,194.02906
269,194.02906
270,180.53206
271,185.14406
272,254.02906
273,304.02806
274,362.14306
275,362.14306
276,362.14306
277,362.14306
278,362.14306
279,362.14306
280,324.02906
281,324.02906
282,374.02906
283,374.02906
284,374.02906
285,374.02906
286,374.02906
287,354.02906
288,318.92463
289,318.92463
290,303.92463
291,303.92463
292,303.92463
293,303.92463
294,305.91663
295,319.06463
296,348.92463
297,348.92463
298,348.92463
299,403.92463
300,403.92363
301,403.92463
302,403.92463
303,403.92463
304,403.92463
305,348.92463
306,403.92363
307,403.92463
308,403.92463
309,348.92463
310,348.92463
311,348.92463
312,309.74607
313,309.74607
314,309.74607
315,309.74607
316,309.74607
317,309.74607
318,309.74607
319,313.74607
320,313.74607
321,313.74607
322,323.74607
323,333.74607
324,333.74607
325,333.74607
326,403.74507
327,333.74607
328,333.74607
329,313.74607
330,323.74607
331,313.74607
332,313.74607
333,313.74607
334,313.74607
335,313.74607
336,284.07251
337,284.07251
338,284.07251
339,284.07251
340,284.07251
341,284.07251
342,284.07251
343,302.07951
344,344.07251
345,344.07251
346,389.17251
347,389.17251
348,404.07151
349,404.07151
350,404.07151
351,404.07151
352,404.07151
353,389.17251
354,389.17251
355,389.17251
356,389.17251
357,344.07251
358,344.07251
359,314.07151
360,349.59191
361,349.59191
362,283.51591
363,314.59891
364,283.51591
365,349.59191
366,349.59191
367,349.59191
368,354.59191
369,354.59191
370,404.59091
371,404.59091
372,389.59191
373,389.59191
374,389.59191
375,389.59191
376,389.59191
377,354.59191
378,389.59191
379,389.59191
380,389.59191
381,354.59191
382,349.59191
383,349.59191
384,325.1244
385,355.1234
386,310.1244
387,310.1244
388,310.1244
389,325.1244
390,325.1244
391,325.1244
392,355.1234
393,385.1244
394,385.1244
395,385.1244
396,385.1244
397,385.1244
398,385.1244
399,385.1244
400,385.1244
401,355.1234
402,385.1244
403,385.1244
404,385.1244
405,385.1244
406,355.1234
407,325.1244
408,323.49626
409,314.49626
410,309.49526
411,304.48626
412,306.00126
413,309.49526
414,274.49626
415,314.49626
416,344.49526
417,382.49526
418,394.49626
419,394.49626
420,394.49626
421,394.49626
422,382.49526
423,382.49526
424,382.49526
425,344.49526
426,394.49626
427,414.49626
428,394.49626
429,382.49526
430,374.49626
431,323.49626
432,328.70483
433,328.70483
434,318.70483
435,318.70483
436,318.70483
437,318.70483
438,313.70483
439,318.70483
440,318.70483
441,328.70483
442,328.70483
443,328.70483
444,328.70483
445,328.70483
446,328.70483
447,328.70483
448,328.70483
449,318.70483
450,328.70483
451,328.70483
452,328.70483
453,328.70483
454,328.70483
455,328.70483
456,390.70537
457,383.70537
458,323.70437
459,323.70437
460,305.21037
461,323.70437
462,393.70537
463,393.70537
464,398.70537
465,453.70537
466,501.70537
467,501.70537
468,453.70537
469,463.70537
470,501.70537
471,501.70537
472,503.70537
473,398.70537
474,463.70537
475,501.70537
476,398.70537
477,390.70537
478,389.79537
479,383.70537
480,374.25383
481,372.25383
482,354.25283
483,304.24383
484,304.24383
485,374.25383
486,372.25383
487,390.22383
488,404.25283
489,404.25283
490,502.25383
491,502.25383
492,502.25383
493,502.25383
494,502.25383
495,502.25383
496,404.25283
497,404.25283
498,502.25383
499,502.25383
500,404.25283
501,390.22383
502,372.25383
503,372.25383
504,369.06184
505,341.06284
506,341.06284
507,341.06284
508,341.06284
509,371.06284
510,371.06284
511,391.06284
512,391.06284
513,391.06284
514,394.06184
515,394.06184
516,391.06284
517,391.06284
518,391.06284
519,391.06284
520,391.06284
521,391.06284
522,391.06284
523,394.06184
524,391.06284
525,391.06284
526,391.06284
527,371.06284
528,354.55958
529,254.55958
530,254.55958
531,254.55958
532,254.55958
533,354.55958
534,354.55958
535,376.55958
536,376.55958
537,409.55958
538,409.55958
539,409.55958
540,390.52958
541,390.52958
542,390.52958
543,409.55958
544,390.52958
545,390.52958
546,409.55958
547,409.55958
548,409.55958
549,390.52958
550,409.55958
551,384.55958
552,350.70148
553,350.70148
554,350.70148
555,350.70148
556,350.70148
557,350.70148
558,350.70148
559,361.70148
560,405.70148
561,443.70148
562,432.70148
563,432.70148
564,405.70148
565,405.70148
566,405.70148
567,405.70148
568,405.70148
569,389.46148
570,432.70148
571,432.70148
572,405.70148
573,389.46148
574,388.70148
575,361.70148
576,350.75304
577,350.75304
578,350.75304
579,350.75304
580,350.75304
581,350.75304
582,350.75304
583,350.75304
584,398.75304
585,432.75304
586,432.75304
587,432.75304
588,398.75304
589,393.75304
590,393.75304
591,389.61304
592,389.61304
593,389.61304
594,393.75304
595,432.75304
596,393.75304
597,393.75304
598,389.61304
599,393.75304
600,378.77495
601,378.77495
602,341.77495
603,341.77495
604,341.77495
605,341.77495
606,341.77495
607,341.77495
608,341.77495
609,373.77495
610,378.77495
611,378.77495
612,378.77495
613,378.77495
614,378.77495
615,378.77495
616,373.77495
617,373.77495
618,378.77495
619,398.77495
620,398.77495
621,378.77495
622,378.77495
623,378.77495
624,378.68817
625,373.68817
626,344.68817
627,344.68817
628,353.68817
629,373.68817
630,378.68817
631,378.68817
632,378.68817
633,378.68817
634,378.68817
635,378.68817
636,378.68817
637,378.68817
638,401.68817
639,401.68817
640,378.68817
641,378.68817
642,401.68817
643,401.68817
644,378.68817
645,378.68817
646,378.68817
647,344.68817
648,328.82914
649,328.82914
650,303.82914
651,303.82914
652,303.82914
653,328.82914
654,379.82914
655,360.82914
656,378.72914
657,378.72914
658,378.72914
659,379.82914
660,378.72914
661,378.72914
662,379.82914
663,379.82914
664,379.82914
665,378.72914
666,379.82914
667,392.82914
668,392.82914
669,378.72914
670,378.72914
671,360.82914
672,368.8112
673,376.8112
674,294.8112
675,294.8112
676,318.8112
677,368.8112
678,368.8112
679,368.8112
680,376.8112
681,376.8112
682,393.8112
683,393.8112
684,393.8112
685,393.8112
686,393.8112
687,393.8112
688,413.8112
689,372.8112
690,393.8112
691,393.8112
692,413.8112
693,372.8112
694,368.8112
695,368.8112
696,352.72322
697,352.72322
698,352.72322
699,352.72322
700,352.72322
701,352.72322
702,366.22322
703,366.22322
704,372.72322
705,372.72322
706,378.72322
707,382.72322
708,382.72322
709,382.72322
710,382.72322
711,382.72322
712,382.72322
713,378.72322
714,382.72322
715,382.72322
716,382.72322
717,378.72322
718,372.72322
719,366.22322
720,368.69143
721,368.69143
722,366.69143
723,366.69143
724,368.69143
725,374.69143
726,374.69143
727,375.69143
728,375.69143
729,375.69143
730,379.69143
731,379.69143
732,379.69143
733,379.69143
734,379.69143
735,379.69143
736,379.69143
737,379.69143
738,379.69143
739,379.69143
740,379.69143
741,379.69143
742,375.69143
743,375.69143
744,398.03643
745,390.03643
746,390.03643
747,398.03643
748,390.03643
749,390.03643
750,390.03643
751,398.03643
752,403.39643
753,414.03643
754,414.03643
755,414.03643
756,414.03643
757,414.03643
758,414.03643
759,403.39643
760,403.39643
761,403.39643
762,414.03643
763,418.03643
764,414.03643
765,414.03643
766,403.39643
767,398.03643
768,374.1227
769,374.1227
770,374.1227
771,374.1227
772,350.1227
773,350.1227
774,350.1227
775,423.1227
776,374.1227
777,374.1227
778,374.1227
779,374.1227
780,374.1227
781,374.1227
782,374.1227
783,374.1227
784,453.1227
785,350.1227
786,374.1227
787,383.2147
788,383.2147
789,383.2147
790,374.1227
791,350.1227
792,381.95399
793,381.95399
794,381.95399
795,381.95399
796,381.95399
797,393.95399
798,393.95399
799,393.95399
800,413.95399
801,413.95399
802,425.95399
803,425.95399
804,415.95399
805,425.95399
806,425.95399
807,425.95399
808,425.95399
809,415.95399
810,425.95399
811,425.95399
812,425.95399
813,425.95399
814,413.95399
815,393.95399
816,404.04258
817,388.04258
818,366.04258
819,366.04258
820,384.04258
821,423.04258
822,404.04258
823,404.04258
824,404.04258
825,404.04258
826,423.04258
827,423.04258
828,423.04258
829,423.04258
830,435.04258
831,423.04258
832,423.04258
833,404.04258
834,435.04258
835,435.04258
836,423.04258
837,423.04258
838,404.04258
839,404.04258
840,401.93551
841,401.93551
842,401.93551
843,397.93551
844,401.93551
845,404.93551
846,401.93551
847,404.93551
848,404.93551
849,404.93551
850,412.93551
851,407.93551
852,404.93551
853,404.93551
854,407.93551
855,407.93551
856,407.93551
857,404.93551
858,407.93551
859,412.93551
860,407.93551
861,404.93551
862,404.93551
863,401.93551
864,393.26219
865,393.26219
866,393.21219
867,392.21219
868,393.26219
869,393.26219
870,393.26219
871,393.39219
872,396.21219
873,396.21219
874,396.21219
875,397.21219
876,396.21219
877,396.21219
878,396.21219
879,396.21219
880,396.21219
881,396.21219
882,397.21219
883,397.21219
884,396.21219
885,396.21219
886,393.39219
887,393.26219
888,373.66624
889,373.66624
890,364.66624
891,364.66624
892,364.66624
893,383.66624
