,cop_per_kwh
0,168.39165
1,168.39165
2,170.55065
3,150.55165
4,147.01865
5,145.05165
6,145.05165
7,145.05165
8,145.05165
9,145.05165
10,145.05165
11,150.55165
12,150.55165
13,170.55065
14,150.55165
15,147.01865
16,145.05165
17,147.01865
18,170.55065
19,210.55165
20,210.55165
21,170.55065
22,168.55165
23,170.55065
24,166.70694
25,166.70694
26,166.70694
27,166.70694
28,166.70694
29,196.00694
30,169.00694
31,169.00694
32,172.00694
33,172.00694
34,196.00694
35,210.00694
36,210.00694
37,210.00694
38,210.00694
39,210.00694
40,210.00694
41,196.00694
42,210.00694
43,210.00694
44,210.00694
45,210.00694
46,196.00694
47,172.00694
48,168.40108
49,166.10108
50,166.10108
51,166.10108
52,166.10108
53,168.40108
54,168.40108
55,185.40108
56,185.40108
57,185.40108
58,190.40108
59,190.40108
60,190.40108
61,190.40108
62,190.40108
63,190.40108
64,190.40108
65,190.40108
66,193.40108
67,193.40108
68,192.40108
69,190.40108
70,185.40108
71,185.40108
72,182.74512
73,180.24512
74,180.24512
75,180.24512
76,180.24512
77,182.74512
78,182.74512
79,182.74512
80,190.24512
81,190.24512
82,190.74512
83,190.74512
84,190.74512
85,190.74512
86,190.74512
87,190.74512
88,190.74512
89,190.24512
90,191.14512
91,191.14512
92,191.14512
93,190.74512
94,190.24512
95,190.24512
96,175.60191
97,175.60191
98,175.23591
99,175.23591
100,175.36191
101,175.36191
102,175.23591
103,175.60191
104,175.60191
105,175.60191
106,180.40191
107,180.40191
108,180.40191
109,180.40191
110,180.40191
111,175.60191
112,175.60191
113,175.60191
114,185.40191
115,190.20191
116,185.40191
117,180.40191
118,175.60191
119,175.60191
120,175.21538
121,175.21538
122,175.21538
123,163.05638
124,163.05638
125,163.05638
126,163.05638
127,176.71538
128,175.21538
129,175.21538
130,175.21538
131,175.21538
132,175.21538
133,175.21538
134,175.21538
135,175.21538
136,175.21538
137,175.21538
138,182.41538
139,182.41538
140,182.41538
141,176.71538
142,175.21538
143,175.21538
144,176.20176
145,176.20176
146,169.40176
147,169.40176
148,169.40176
149,169.40176
150,162.51076
151,169.40176
152,176.20176
153,176.50176
154,176.50176
155,176.50176
156,176.50176
157,176.50176
158,176.50176
159,176.50176
160,176.50176
161,176.50176
162,179.70176
163,179.70176
164,179.70176
165,179.70176
166,176.50176
167,176.50176
168,162.78644
169,160.67744
170,120.67744
171,162.78644
172,160.67744
173,162.78644
174,162.78644
175,169.67744
176,176.47744
177,185.67744
178,185.67744
179,185.67744
180,185.67744
181,185.67744
