,cop_per_kwh
0,176.69904
1,176.69904
2,154.14704
3,154.14704
4,154.14704
5,123.79904
6,123.79904
7,123.79904
8,123.79904
9,123.79904
10,153.55904
11,154.14704
12,154.14704
13,154.14704
14,123.79904
15,123.79904
16,123.79904
17,123.79904
18,176.69904
19,176.69904
20,176.69904
21,176.69904
22,154.14704
23,154.14704
24,110.94977
25,110.94977
26,107.94977
27,107.94977
28,110.94977
29,110.94977
30,115.94977
31,153.74977
32,153.74977
33,154.29777
34,154.29777
35,154.29777
36,154.29777
37,154.29777
38,154.29777
39,154.29777
40,154.29777
41,154.29777
42,196.06377
43,204.04977
44,196.06377
45,196.06377
46,154.29777
47,153.74977
48,151.47195
49,143.02395
50,143.02395
51,143.02395
52,143.02395
53,143.02395
54,143.02395
55,151.47195
56,173.12395
57,173.12395
58,173.12395
59,173.12395
60,173.12395
61,173.12395
62,173.12395
63,173.12395
64,173.12395
65,173.12395
66,191.13495
67,191.13495
68,191.13495
69,173.12395
70,173.12395
71,151.47195
72,155.07811
73,155.07811
74,155.07811
75,155.07811
76,155.07811
77,155.07811
78,155.07811
79,155.07811
80,155.07811
81,158.07811
82,158.07811
83,162.19211
84,162.19211
85,162.19211
86,158.07811
87,158.07811
88,158.07811
89,158.07811
90,162.19211
91,162.19211
92,162.19211
93,162.19211
94,158.07811
95,155.07811
96,178.20917
97,156.80817
98,152.10917
99,152.10917
100,152.10917
101,152.10917
102,151.45717
103,152.10917
104,156.80817
105,178.20917
106,178.20917
107,178.20917
108,178.20917
109,178.20917
110,178.20917
111,178.20917
112,178.20917
113,178.20917
114,179.22317
115,179.22317
116,179.22317
117,179.22317
118,178.20917
119,178.20917
120,182.4514
121,182.4514
122,182.4514
123,182.4514
124,182.4514
125,182.4514
126,182.4514
127,182.4514
128,182.4514
129,188.6654
130,188.6654
131,188.6654
132,188.6654
133,188.6654
134,188.6654
135,188.6654
136,188.6654
137,188.6654
138,190.0514
139,190.0514
140,190.0514
141,190.0514
142,188.6654
143,188.6654
144,152.30123
145,152.30123
146,148.07323
147,150.08823
