,cop_per_kwh
0,88.10609
1,86.10609
2,65.10609
3,65.10609
4,52.10609
5,52.10609
6,52.10609
7,52.10609
8,52.10609
9,52.10609
10,52.10609
11,52.10609
12,65.10609
13,65.10609
14,52.10609
15,52.10609
16,52.10609
17,65.10609
18,96.10609
19,96.10609
20,96.10609
21,96.10609
22,86.10609
23,65.10609
24,36.22448
25,36.22448
26,36.22348
27,36.22348
28,36.22348
29,36.22348
30,34.83848
31,36.22348
32,36.22448
33,36.22448
34,63.56048
35,63.56048
36,79.56048
37,79.56048
38,63.56048
39,63.56048
40,63.56048
41,79.56048
42,94.56048
43,94.56048
44,94.56048
45,94.56048
46,83.56048
47,63.56048
48,58.10436
49,58.10436
50,58.10436
51,58.10436
52,58.10436
53,58.10436
54,58.10436
55,62.10436
56,88.10436
57,88.10436
58,93.10436
59,93.10436
60,93.10436
61,93.10436
62,93.10436
63,93.10436
64,93.10436
65,93.10436
66,118.10436
67,118.10436
68,118.10436
69,93.10436
70,88.10436
71,62.10436
72,49.72717
73,49.72717
74,49.72717
75,49.72717
76,49.72717
77,59.72717
78,76.72717
79,89.22717
80,89.22717
81,89.22717
82,94.72717
83,94.72717
84,94.72717
85,94.72717
86,94.72717
87,94.72717
88,94.72717
89,109.72717
90,109.72717
91,109.72717
92,109.72717
93,94.72717
94,89.22717
95,86.72717
96,34.33713
97,34.33713
98,34.33713
99,34.33713
100,34.33713
101,38.34413
102,74.67313
103,83.67313
104,83.67313
105,83.67313
106,92.67313
107,92.67313
108,92.67313
109,92.67313
110,92.67313
111,92.67313
112,92.67313
113,92.67313
114,117.67313
115,127.67313
116,117.67313
117,92.67313
118,83.67313
119,83.67313
120,79.94068
121,79.94068
122,79.94068
123,79.94068
124,79.94068
125,82.94068
126,82.94068
127,79.94068
128,82.94068
129,83.44068
130,83.44068
131,83.44068
132,83.44068
133,83.44068
134,83.44068
135,83.44068
136,83.44068
137,83.44068
138,117.94068
139,127.94068
140,117.94068
141,83.44068
142,83.44068
143,83.44068
144,35.02109
145,35.02109
146,35.02109
147,35.02109
148,35.02109
149,78.35709
150,78.35709
151,78.35709
152,81.85709
153,81.85709
154,81.85709
155,81.85709
156,81.85709
157,81.85709
158,81.85709
159,81.85709
160,81.85709
161,81.85709
162,81.85709
163,101.35709
164,81.85709
165,81.85709
166,79.35709
167,78.35709
168,75.60649
169,75.60649
170,35.40249
171,35.40249
172,75.60649
173,75.60649
174,75.60649
175,78.60649
176,87.60649
177,87.60649
178,87.60649
179,87.60649
180,87.60649
181,87.60649
182,87.60649
183,87.60649
184,87.60649
185,87.60649
186,88.60649
187,88.60649
188,88.60649
189,87.60649
190,87.60649
191,87.60649
192,72.08133
193,72.08133
194,34.89233
195,34.89233
196,34.89233
197,34.89233
198,34.89233
199,34.89233
200,72.08133
201,77.08133
202,77.08133
203,77.08133
204,77.08133
205,77.08133
206,77.08133
207,77.08133
208,77.08133
209,77.08133
210,81.98133
211,81.98133
212,81.98133
213,81.98133
214,78.08133
215,77.08133
216,70.79739
217,37.60839
218,37.60839
219,37.60839
220,37.60839
221,37.60839
222,37.60839
223,37.60839
224,70.79739
225,74.79739
226,74.79739
227,79.29739
