,cop_per_kwh
0,124.68727
1,124.68727
2,124.28027
3,124.68727
4,124.68727
5,115.84427
6,114.68727
7,114.68727
8,114.68727
9,114.68727
10,114.68727
11,115.84427
12,115.84427
13,115.84427
14,115.84427
15,115.84427
16,114.68727
17,124.68727
18,128.68727
19,129.68727
20,128.68727
21,124.68727
22,124.68727
23,124.68727
24,114.50334
25,112.50334
26,112.50334
27,112.50334
28,112.50334
29,112.50334
30,112.50334
31,114.31134
32,114.50334
33,115.50334
34,115.50334
35,115.50334
36,115.50334
37,115.50334
38,115.50334
39,115.50334
40,114.50334
41,114.50334
42,145.50334
43,150.50334
44,130.50334
45,130.50334
46,115.50334
47,115.50334
48,112.79027
49,112.79027
50,112.79027
51,112.68727
52,112.68727
53,112.68727
54,97.68727
55,112.68727
56,113.49527
57,113.49527
58,113.49527
59,113.68727
60,114.68727
61,119.68727
62,113.49527
63,113.68727
64,113.49527
65,113.68727
66,129.68727
67,199.68727
68,199.68727
69,119.68727
70,114.68727
71,114.68727
72,112.58727
73,112.54127
74,112.54127
75,112.58727
76,112.58727
77,112.58727
78,112.58727
79,113.49527
80,113.58727
81,113.58727
82,115.68727
83,115.68727
84,115.68727
85,115.68727
86,115.68727
87,115.68727
88,115.68727
89,113.68727
90,130.68727
91,305.68727
92,130.68727
93,129.68727
94,113.58727
95,112.58727
96,113.58727
97,113.58727
98,113.58727
99,113.58727
100,113.58727
101,114.68727
102,114.68727
103,114.68727
104,117.68727
105,117.68727
106,117.68727
107,117.68727
108,117.68727
109,117.68727
110,117.68727
111,117.68727
112,117.68727
113,117.68727
114,129.68727
115,209.68727
116,117.68727
117,117.68727
118,117.68727
119,114.68727
120,113.63727
121,113.63727
122,113.63727
123,113.63727
124,113.63727
125,113.63727
126,113.63727
127,118.68727
128,118.68727
129,119.18727
130,119.18727
131,119.18727
132,119.18727
133,119.18727
134,119.18727
135,119.18727
136,119.18727
137,119.18727
138,129.68727
139,305.68727
140,129.68727
141,119.18727
142,118.68727
143,113.63727
144,114.95106
145,112.83606
146,112.83606
147,112.83606
148,112.83606
149,114.95106
150,117.95106
151,117.95106
152,124.95106
153,124.95106
154,124.95106
155,124.95106
156,124.95106
157,124.95106
158,124.95106
159,124.95106
160,124.95106
161,124.95106
162,199.95106
163,199.95106
164,199.95106
165,124.95106
166,124.95106
167,123.30206
168,149.68727
169,140.68727
170,124.48727
171,124.48727
172,124.48727
173,124.48727
174,140.68727
175,140.68727
176,140.68727
177,149.68727
178,149.68727
179,174.68727
180,174.68727
181,149.68727
182,149.68727
183,149.68727
184,149.68727
185,149.68727
186,199.68727
187,199.68727
188,199.68727
189,201.68727
190,140.68727
191,124.64527
192,150.68727
193,124.74727
194,124.74727
195,124.74727
196,124.74727
197,125.61927
198,125.61927
199,150.68727
200,150.68727
201,150.68727
202,150.68727
203,150.68727
204,174.68727
205,150.68727
206,150.68727
207,150.68727
208,150.68727
209,150.68727
210,189.68727
211,201.68727
212,189.68727
213,174.68727
214,150.68727
215,150.68727
216,199.68727
217,199.68727
218,199.68727
219,198.68727
220,198.68727
221,198.68727
222,189.68727
223,189.68727
224,198.68727
225,198.68727
226,199.68727
227,199.68727
228,199.68727
229,199.68727
230,199.68727
231,199.68727
232,199.68727
233,199.68727
234,200.68727
235,200.68727
236,200.68727
237,200.68727
238,200.68727
239,199.68727
240,199.68727
241,198.68727
242,189.68727
243,189.68727
244,189.68727
245,189.68727
246,189.68727
247,189.68727
248,198.68727
249,199.68727
250,199.68727
251,199.68727
252,199.68727
253,200.68727
254,199.68727
255,199.68727
256,199.68727
257,199.68727
258,214.68727
259,215.68727
260,215.68727
261,214.68727
262,202.68727
263,199.68727
264,159.35727
265,120.63527
266,117.79327
267,112.59627
268,120.63527
269,120.63527
270,124.48327
271,175.68727
272,188.68727
273,196.68727
274,196.68727
275,196.68727
276,196.68727
277,196.68727
278,196.68727
279,196.68727
280,196.68727
281,196.68727
282,196.68727
283,197.68727
284,196.68727
285,196.68727
286,188.68727
287,175.68727
288,124.75827
289,120.98227
290,117.79927
291,112.75327
292,123.50827
293,150.38927
294,179.69327
295,179.69327
296,179.69327
297,195.69327
298,195.69327
299,195.69327
300,195.69327
301,195.69327
302,195.69327
303,195.69327
304,195.69327
305,188.69327
306,209.69327
307,229.69327
308,209.69327
309,195.69327
310,188.69327
311,179.69327
312,169.68727
313,169.68727
314,169.68727
315,169.68727
316,169.68727
317,178.68727
318,172.68727
319,178.68727
320,187.68727
321,206.68727
322,201.68727
323,201.68727
324,201.68727
325,201.68727
326,201.68727
327,201.68727
328,187.68727
329,187.68727
330,206.68727
331,206.68727
332,206.68727
333,201.68727
334,187.68727
335,178.68727
336,169.68727
337,150.49727
338,120.83227
339,117.79327
340,123.59127
341,168.68727
342,169.68727
343,169.68727
344,172.68727
345,178.48727
346,178.78727
347,178.78727
348,178.78727
349,178.78727
350,178.78727
351,178.78727
352,178.48727
353,178.48727
354,178.78727
355,178.78727
356,178.78727
357,178.78727
358,178.48727
359,169.68727
360,163.68727
361,163.68727
362,163.68727
363,163.68727
364,163.68727
365,163.68727
366,164.68727
367,164.68727
368,164.68727
369,164.68727
370,172.68727
371,172.68727
372,172.68727
373,164.68727
374,164.68727
375,164.68727
376,164.68727
377,164.68727
378,199.68727
379,203.68727
380,172.68727
381,164.68727
382,164.68727
383,164.68727
384,170.18727
385,170.18727
386,159.68727
387,159.68727
388,159.68727
389,159.68727
390,159.68727
391,159.68727
392,159.68727
393,159.68727
394,170.18727
395,170.18727
396,170.18727
397,170.18727
398,170.18727
399,159.68727
400,159.68727
401,159.68727
402,170.18727
403,172.68727
404,172.68727
405,170.18727
406,170.18727
407,170.18727
408,154.68727
409,154.68727
410,154.68727
411,154.68727
412,154.68727
413,157.68727
414,157.68727
415,159.68727
416,174.68727
417,172.68727
418,174.68727
419,209.68727
420,209.68727
421,174.68727
422,174.68727
423,174.68727
424,174.68727
425,172.68727
426,209.68727
427,239.68727
428,174.68727
429,174.68727
430,159.68727
431,159.68727
432,123.80827
433,117.79327
434,117.79327
435,117.79327
436,117.79327
437,157.68727
438,157.68727
439,159.68727
440,159.68727
441,173.18727
442,173.18727
443,173.18727
444,173.18727
445,173.18727
446,173.18727
447,173.18727
448,173.18727
449,169.68627
450,173.18727
451,194.68727
452,173.18727
453,173.18727
454,173.18727
455,159.68727
456,159.68627
457,157.68727
458,157.68727
459,157.68727
460,157.68727
461,159.68627
462,159.68627
463,159.68727
464,168.68727
465,168.68727
466,168.68727
467,168.68727
468,168.68727
469,168.68727
470,168.68727
471,168.68727
472,168.68727
473,168.68727
474,207.68727
475,207.68727
476,168.68727
477,168.68727
478,168.68727
479,159.68627
480,116.97727
481,112.07427
482,112.07427
483,112.07427
484,112.07427
485,122.84027
486,151.97927
487,157.68727
488,159.68727
489,159.68727
490,160.68727
491,160.68727
492,160.68727
493,160.68727
494,160.68727
495,160.68727
496,160.68727
497,159.68727
498,160.68727
499,160.68727
500,160.68727
501,160.68727
502,159.68727
503,157.68727
504,112.44227
505,112.44227
506,112.44227
507,112.44227
508,112.44227
509,116.77427
510,123.30627
511,157.68727
512,159.68627
513,159.68727
514,159.68727
515,159.68727
516,159.68727
517,159.68727
518,159.68727
519,159.68727
520,159.68727
521,159.68727
522,163.68727
523,163.68727
524,163.68727
525,159.68727
526,159.68627
527,124.08627
528,139.68727
529,139.68727
530,139.68727
531,139.68727
532,139.68727
533,139.68727
534,139.68727
535,157.68727
536,159.68727
537,159.68727
538,159.68727
539,159.68727
540,159.68727
541,159.68727
542,159.68727
543,159.68727
544,159.68727
545,159.68727
546,164.68727
547,207.68727
548,164.68727
549,164.68727
550,159.68727
551,157.68727
552,147.68727
553,147.68727
554,147.68727
555,157.68727
556,144.68727
557,144.68727
558,144.68727
559,144.68727
560,147.68727
561,147.68727
562,157.68727
563,157.68727
564,157.68727
565,157.68727
566,157.68727
567,157.68727
568,147.68727
569,157.68727
570,165.68727
571,165.68727
572,165.68727
573,165.68727
574,157.68727
575,147.68727
576,138.68727
577,122.67427
578,123.87727
579,122.67427
580,125.13527
581,169.58727
582,149.68727
583,149.68727
584,169.58727
585,170.68727
586,170.68727
587,170.68727
588,170.68727
589,170.68727
590,170.68727
591,170.68727
592,170.68727
593,170.68727
594,170.68727
595,211.68727
596,170.68727
597,170.68727
598,170.68727
599,149.68727
600,123.48927
601,122.32827
602,118.09227
603,118.09227
604,123.60027
605,129.68727
606,160.68727
607,159.68727
608,164.68727
609,164.68727
610,167.68727
611,167.68727
612,164.68727
613,164.68727
614,164.68727
615,164.68727
616,167.68727
617,164.68727
618,167.68727
619,167.68727
620,167.68727
621,167.68727
622,164.68727
623,129.68727
624,124.88327
625,124.26227
626,124.43927
627,124.88327
628,129.68727
629,139.68727
630,139.68727
631,149.68727
632,154.68727
633,154.68727
634,154.68727
635,154.68727
636,154.68727
637,154.68727
638,154.68727
639,154.68727
640,154.68727
641,154.68727
642,154.68727
643,179.68727
644,154.68727
645,154.68727
646,149.68727
647,129.68727
648,119.46727
649,119.46727
650,119.46727
651,119.46727
652,119.46727
653,119.46727
654,124.41527
655,127.68727
656,127.68727
657,129.68727
658,159.68727
659,159.68727
660,159.68727
661,129.68727
662,159.68727
663,129.68727
664,129.68727
665,129.68727
666,211.68727
667,212.68727
668,211.68727
669,159.68727
670,127.68727
