,cop_per_kwh
300,55.17245
301,55.17245
302,55.17245
303,55.17245
304,55.17245
305,55.17245
306,58.17245
307,58.17245
308,58.17245
309,55.17245
310,55.17245
311,42.17245
312,49.50726
313,49.50726
314,49.50726
315,49.50726
316,49.50726
317,49.50726
318,49.50726
319,49.50726
320,51.50726
321,52.50726
322,52.50726
323,52.50726
324,52.50726
325,52.50726
326,52.50726
327,52.50726
328,51.50726
329,52.50726
330,52.50726
331,56.50726
332,52.50726
333,52.50726
334,51.50726
335,49.50726
336,40.22575
337,40.22575
338,39.17575
339,39.17575
340,38.78075
341,39.17575
342,38.78075
343,39.17575
344,40.22575
345,46.22575
346,46.22575
347,46.22575
348,46.22575
349,46.22575
350,46.22575
351,46.22575
352,46.22575
353,46.22575
354,51.22575
355,53.22575
356,53.22575
357,51.22575
358,46.22575
359,46.22575
360,44.67254
361,44.67254
362,44.67254
363,44.67254
364,44.67254
365,45.06754
366,46.11754
367,46.11754
368,56.11754
369,56.11754
370,56.11754
371,57.11754
372,57.11754
373,56.11754
374,56.11754
375,56.11754
376,57.11754
377,56.11754
378,59.11754
379,59.11754
380,59.11754
381,56.11754
382,55.11754
383,46.11754
384,42.30004
385,42.30104
386,42.30104
387,42.30104
388,42.30104
389,42.74504
390,42.74504
391,42.74504
392,49.24504
393,49.24504
394,49.74504
395,49.74504
396,49.74504
397,49.74504
398,49.74504
399,49.74504
400,52.74504
401,49.74504
402,184.74504
403,270.86704
404,184.74504
405,49.74504
406,49.24504
407,42.74504
408,41.30369
409,41.30369
410,41.30369
411,41.30369
412,41.30469
413,48.24869
414,48.24869
415,51.74869
416,61.74869
417,61.74869
418,78.74869
419,183.74869
420,103.74869
421,78.74869
422,103.74869
423,103.74869
424,183.74869
425,78.74869
426,183.74869
427,269.87069
428,183.74869
429,61.74869
430,51.74869
431,48.24869
432,38.97132
433,39.02632
434,38.97132
435,38.97132
436,39.02532
437,39.02632
438,39.02732
439,63.47132
440,75.47132
441,75.47132
442,126.47132
443,186.47132
444,186.47132
445,126.47132
446,126.47132
447,75.47132
448,75.47132
449,75.47132
450,186.47132
451,186.47132
452,75.47132
453,63.47132
454,63.47132
455,39.02732
456,37.93656
457,37.93656
458,37.93656
459,37.93656
460,38.38656
461,38.48656
462,38.48656
463,38.49156
464,38.49256
465,38.49256
466,38.49256
467,60.93656
468,38.49256
469,38.49256
470,38.49256
471,38.49256
472,38.49256
473,38.49256
474,60.93656
475,60.93656
476,48.93656
477,38.49256
478,38.49056
479,38.48656
480,44.25433
481,44.25433
482,44.25433
483,44.25433
484,44.25433
485,44.25433
486,44.25433
487,44.55433
488,44.55433
489,45.05933
490,45.06033
491,45.06033
492,45.06033
493,45.06033
494,45.06033
495,45.05933
496,45.05933
497,45.05933
498,45.06133
499,55.25433
500,45.06133
501,45.06033
502,44.55433
503,44.25433
504,45.91176
505,45.91176
506,45.91176
507,45.91176
508,45.91176
509,45.91176
510,45.91176
511,45.91176
512,50.10476
513,50.10476
514,50.10476
515,50.10476
516,50.10476
517,50.10476
518,50.10476
519,50.10476
520,50.10476
521,50.10476
522,58.10476
523,58.10476
524,58.10476
525,58.10476
526,50.10476
527,50.10476
528,41.40842
529,41.40842
530,41.40842
531,41.40842
532,41.40842
533,42.21442
534,42.21442
535,57.40842
536,57.40842
537,57.40842
538,57.40842
539,57.40842
540,57.40842
541,57.40842
542,57.40842
543,57.40842
544,57.40842
545,57.40842
546,57.40842
547,57.40842
548,57.40842
549,57.40842
550,57.40842
551,42.21442
552,41.48003
553,41.48003
554,41.48003
555,41.48003
556,41.48003
557,41.48003
558,42.28603
559,42.28603
560,56.48003
561,56.48003
562,56.48003
563,56.48003
564,56.48003
565,56.48003
566,56.48003
567,56.48003
568,56.48003
569,56.48003
570,65.48003
571,65.48003
572,65.48003
573,56.48003
574,42.28603
575,41.48003
576,46.77357
577,46.77357
578,46.77357
579,46.77357
580,46.77357
581,47.47557
582,48.48057
583,48.48157
584,69.67557
585,69.67557
586,69.67557
587,69.67557
588,69.67557
589,69.67557
590,69.67557
591,69.67557
592,69.67557
593,69.67557
594,69.67557
595,73.67557
596,73.67557
597,69.67557
598,48.48157
599,47.47557
600,47.51767
601,47.51767
602,47.51767
603,47.51767
604,47.51767
605,47.51767
606,49.22367
607,49.22467
608,66.41867
609,66.41867
610,66.41867
611,66.41867
612,66.41867
613,66.41867
614,66.41867
615,66.41867
616,66.41867
617,66.41867
618,68.41867
619,68.41867
620,66.41867
621,66.41867
622,59.41867
623,47.51767
624,42.97344
625,42.97344
626,42.97344
627,42.97344
628,42.97344
629,42.97444
630,44.68144
631,46.87544
632,46.87544
633,46.87544
634,55.87544
635,55.87544
636,55.87544
637,55.87544
638,55.87544
639,55.87544
640,55.87544
641,55.87544
642,61.87544
643,61.87544
644,61.87544
645,55.87544
646,46.87544
647,44.68144
648,37.583
649,37.583
650,37.583
651,37.583
652,37.583
653,37.583
654,37.584
655,39.377
656,41.485
657,41.485
658,41.485
659,41.485
660,41.485
661,41.485
662,41.485
663,41.485
664,41.485
665,40.485
666,41.485
667,66.485
668,41.485
669,41.485
670,40.485
671,39.376
672,37.73173
673,37.73173
674,37.73173
675,37.73173
676,37.73173
677,37.73173
678,37.73173
679,37.73173
680,37.73273
681,39.52573
682,39.52573
683,39.52573
684,39.52573
685,39.52573
686,39.52573
687,39.52573
688,39.52573
689,39.52573
690,39.63373
691,61.63373
692,61.63373
693,39.63373
694,39.63373
695,39.52573
696,36.34287
697,36.34287
698,36.34287
699,36.34287
700,36.34287
701,38.13587
702,38.13587
703,38.24387
704,38.24387
705,38.24387
706,38.24387
707,38.24387
708,38.24387
709,38.24387
710,38.24387
711,38.24387
712,38.24387
713,38.24387
714,38.24387
715,162.85787
716,60.14387
717,38.24387
718,38.24387
719,38.13587
720,38.47878
721,38.47878
722,38.47878
723,38.47878
724,38.47878
725,40.27178
726,40.27178
727,40.27178
728,40.27978
729,40.37978
730,40.37978
731,40.37978
732,40.37978
733,40.37978
734,40.37978
735,40.37978
736,40.37978
737,40.37978
738,40.37978
739,67.37978
740,40.37978
741,40.37978
742,40.27978
743,40.27078
744,39.6378
745,39.6378
746,39.6378
747,39.6378
748,39.6378
749,39.9138
750,39.9138
751,39.9138
752,40.5478
753,40.5478
754,40.5478
755,40.5478
756,40.5478
757,40.5478
758,40.5478
759,40.5478
760,40.5478
761,40.5478
762,57.5478
763,68.5478
764,57.5478
765,40.5478
766,39.9148
767,39.6378
768,40.88396
769,40.88396
770,40.88396
771,40.88396
772,40.88396
773,40.94996
774,40.95096
775,40.95096
776,41.08396
777,41.08396
778,41.08396
779,41.08396
780,41.08396
781,41.08396
782,41.08396
783,41.08396
784,41.08396
785,41.08396
786,58.58396
787,68.58396
788,58.58396
789,41.08396
790,40.95096
791,40.94996
792,37.96615
793,37.96615
794,37.96615
795,37.96615
796,37.96615
797,38.03215
798,38.03315
799,38.03315
800,55.66615
801,51.66615
802,51.66615
803,51.66615
804,51.66615
805,51.66615
806,51.66615
807,51.66615
808,51.66615
809,51.66615
810,51.66615
811,55.66615
812,51.66615
813,51.66615
814,38.03315
815,38.03215
816,42.9684
817,42.9684
818,42.9684
819,42.9684
820,42.9684
821,42.9684
822,43.6394
823,43.6394
824,51.6084
825,51.6084
826,51.6084
827,51.6084
828,51.6084
829,51.6084
830,51.6084
831,43.6404
832,43.6404
833,43.6404
834,51.6084
835,51.6084
836,51.6084
837,51.6084
838,43.6394
839,42.9684
840,51.14108
841,51.14108
842,51.14108
843,51.14108
844,51.14108
845,51.14108
846,51.14108
847,51.14108
848,51.14108
849,51.14108
850,51.14108
851,52.14108
852,52.14108
853,52.14108
854,53.14108
855,51.14108
856,51.14108
857,51.14108
858,53.14108
859,57.14108
860,53.14108
861,53.14108
862,52.14108
863,51.14108
864,43.5813
865,43.5813
866,43.5813
867,43.5813
868,43.5813
869,45.1133
870,48.5813
871,48.5813
872,51.9813
873,51.9813
874,51.9813
875,51.9813
876,51.9813
877,51.9813
878,51.9813
879,51.9813
880,51.9813
881,51.9813
882,51.9813
883,59.9813
884,51.9813
885,51.9813
886,48.5813
887,45.1133
888,41.01818
889,41.01818
890,41.01818
891,41.01818
892,41.01818
893,41.04918
894,41.05118
895,41.05118
896,45.01818
897,45.36818
898,45.36818
899,46.91818
900,45.36818
901,45.36818
902,46.91818
903,46.91818
904,45.36818
905,45.36818
906,53.01818
907,53.51818
908,53.01818
909,46.91818
910,41.05118
911,41.04918
912,44.40351
913,44.40351
914,44.40351
915,44.40351
916,44.40351
917,44.50351
918,44.53451
919,44.53451
920,44.53651
921,44.53651
922,44.53651
923,48.50351
924,44.53651
925,44.53651
926,44.53651
927,44.53651
928,44.53651
929,44.53651
930,52.50351
931,57.50351
932,48.50351
933,44.53651
934,44.53451
935,44.50351
936,44.00912
937,44.00912
938,44.00912
939,44.00912
940,44.00912
941,44.02912
942,44.02912
943,44.02912
944,44.04012
945,44.04112
946,44.04212
947,44.04212
948,44.04212
949,44.04212
950,44.04212
951,44.04212
952,44.04212
953,44.04112
954,55.50912
955,55.50912
956,55.50912
957,44.04112
958,44.02912
959,44.02912
960,41.98746
961,41.99846
962,41.96746
963,41.96746
964,41.98746
965,41.99846
966,41.99846
967,41.99946
968,42.46746
969,42.46746
970,42.46746
971,42.46746
972,42.46746
973,42.46746
974,42.46746
975,42.46746
976,42.46746
977,42.46746
978,58.96746
979,60.46746
980,58.96746
981,42.46746
982,42.46746
983,41.99846
984,47.87014
985,47.87014
986,40.86014
987,40.86014
988,47.87014
989,47.87014
990,47.87014
991,47.87014
992,49.86014
993,49.86014
994,54.86014
995,54.86014
996,54.86014
997,54.86014
998,49.86014
999,49.86014
1000,49.86014
1001,49.86014
1002,54.86014
1003,54.86014
1004,54.86014
1005,54.86014
1006,47.87014
1007,47.87014
1008,56.08557
1009,56.08557
1010,54.58557
1011,54.58557
1012,54.58557
1013,54.58557
1014,54.58557
1015,56.08557
1016,56.08557
1017,56.08557
1018,58.58557
1019,58.58557
1020,58.58557
1021,58.58557
1022,56.08557
1023,56.08557
1024,56.08557
1025,56.08557
1026,65.59557
1027,65.59557
1028,65.59557
1029,58.58557
1030,56.08557
1031,56.08557
1032,54.90632
1033,54.90632
1034,67.91632
1035,54.90632
1036,60.90632
1037,63.90632
1038,67.91632
1039,67.91632
1040,67.91632
1041,67.91632
1042,74.90632
1043,74.91632
1044,74.90632
1045,74.90632
1046,74.91632
1047,74.91632
1048,74.91632
1049,74.90632
1050,84.90632
1051,84.90632
1052,84.90632
1053,74.90632
1054,67.91632
1055,67.91632
1056,69.57488
1057,68.66488
1058,68.66488
1059,68.66488
1060,69.57488
1061,69.57488
1062,69.57488
1063,71.56488
1064,71.56488
1065,83.56488
1066,83.56488
1067,83.56488
1068,83.56488
1069,83.56488
1070,83.56488
1071,83.56488
1072,83.56488
1073,83.56488
1074,83.56488
1075,86.57488
1076,83.56488
1077,83.56488
1078,71.56488
1079,69.57488
1080,71.88616
1081,71.88616
1082,71.88616
1083,71.88616
1084,71.88616
1085,79.38616
1086,79.38616
1087,79.38616
1088,79.78616
1089,79.78616
1090,79.78616
1091,79.78616
1092,79.78616
1093,79.78616
1094,79.78616
1095,79.78616
1096,79.78616
1097,79.78616
1098,87.89616
1099,89.88616
1100,89.88616
1101,79.78616
1102,79.78616
1103,79.38616
1104,76.04873
1105,74.54873
1106,74.54873
1107,74.54873
1108,76.04873
1109,76.44873
1110,76.44873
1111,76.44873
1112,76.44873
1113,76.44873
1114,80.54873
1115,80.54873
1116,80.54873
1117,80.54873
1118,80.54873
1119,80.54873
1120,80.54873
1121,76.44873
1122,87.55873
1123,129.54873
1124,87.55873
1125,80.54873
1126,76.44873
1127,76.04873
1128,70.72474
1129,70.72474
1130,70.72474
1131,70.72474
1132,70.72474
1133,73.72474
1134,73.72474
1135,78.62474
1136,78.72474
1137,78.72474
1138,78.72474
1139,78.72474
1140,78.72474
1141,78.72474
1142,78.72474
1143,78.72474
1144,78.72474
1145,78.72474
1146,78.72474
1147,133.72474
1148,133.72474
1149,78.72474
1150,78.72474
1151,73.72474
1152,74.98929
1153,74.98929
1154,74.98929
1155,74.98929
1156,74.98929
1157,74.98929
1158,74.98929
1159,74.98929
1160,75.88929
1161,75.88929
1162,75.88929
1163,75.88929
1164,75.88929
1165,75.88929
1166,75.88929
1167,75.88929
1168,75.88929
1169,75.88929
1170,75.88929
1171,150.98929
1172,150.98929
1173,75.88929
1174,75.88929
1175,74.98929
1176,70.16376
1177,70.16376
1178,70.16376
1179,70.16376
1180,70.16376
1181,70.16376
1182,70.16376
1183,71.16376
1184,73.16376
1185,73.16376
1186,74.16376
1187,74.16376
1188,74.16376
1189,74.16376
1190,74.16376
1191,73.16376
1192,73.16376
1193,73.16376
1194,74.66376
1195,146.16376
1196,146.16376
1197,121.16376
1198,74.16376
1199,73.16376
1200,71.38505
1201,71.38505
1202,71.38505
1203,71.88505
1204,73.08505
1205,73.08505
1206,74.48505
1207,74.48505
1208,74.98505
1209,74.98505
1210,78.98505
1211,78.98505
1212,78.98505
1213,78.98505
1214,78.98505
1215,78.98505
1216,78.98505
1217,78.98505
1218,78.98505
1219,141.98505
1220,141.98505
1221,78.98505
1222,74.98505
1223,74.48505
1224,71.11947
1225,70.11947
1226,72.11947
1227,72.11947
1228,71.11947
1229,74.11947
1230,77.11947
1231,88.11947
1232,88.11947
1233,88.11947
1234,128.11947
1235,128.11947
1236,128.11947
1237,128.11947
1238,128.11947
1239,128.11947
1240,128.11947
1241,88.11947
1242,133.11947
1243,268.32147
1244,183.11947
1245,133.11947
1246,88.11947
1247,72.11947
1248,81.36463
1249,81.36463
1250,81.36463
1251,81.36463
1252,81.36463
1253,103.36463
1254,133.36463
1255,133.36463
1256,133.36463
1257,133.36463
1258,133.36463
1259,183.36463
1260,133.36463
1261,133.36463
1262,133.36463
1263,133.36463
1264,133.36463
1265,133.36463
1266,133.36463
1267,183.36463
1268,133.36463
1269,133.36463
1270,133.36463
1271,81.36463
1272,81.87366
1273,81.87366
1274,81.87366
1275,81.87366
1276,81.87366
1277,94.87366
1278,94.87366
1279,94.97366
1280,94.97366
1281,99.87366
1282,124.87366
1283,154.87366
1284,124.87366
1285,124.87366
1286,124.87366
1287,124.87366
1288,124.87366
1289,94.97366
1290,154.87366
1291,184.87366
1292,154.87366
1293,124.87366
1294,94.97366
1295,94.87366
1296,91.56826
1297,91.56826
1298,91.56826
1299,91.56826
1300,91.56826
1301,100.56826
1302,101.56826
1303,101.56826
1304,101.56826
1305,101.56826
1306,104.56826
1307,106.56826
1308,104.56826
1309,104.56826
1310,106.56826
1311,104.56826
1312,104.56826
1313,101.56826
1314,106.56826
1315,186.56826
1316,106.56826
1317,104.56826
1318,101.56826
1319,101.56826
1320,91.9309
1321,91.9309
1322,91.9309
1323,91.9309
1324,91.9309
1325,91.9309
1326,91.9309
1327,96.4309
1328,103.4309
1329,103.4309
1330,148.4309
1331,151.4309
1332,151.4309
1333,148.4309
1334,122.0239
1335,103.4309
1336,103.4309
1337,103.4309
1338,151.4309
1339,151.4309
1340,151.4309
1341,148.4309
1342,103.4309
1343,96.4309
1344,92.58502
1345,92.58502
1346,92.58502
1347,92.58502
1348,92.58502
1349,92.58502
1350,92.58502
1351,92.58502
1352,93.58502
1353,93.58502
1354,93.58502
1355,108.58502
1356,108.58502
1357,108.58502
1358,93.58502
1359,93.58502
1360,93.58502
1361,93.58502
1362,108.58502
1363,145.58502
1364,143.58502
1365,143.58502
1366,108.58502
1367,92.58502
1368,93.1263
1369,93.1263
1370,93.1263
1371,93.1263
1372,93.1263
1373,93.1263
1374,95.1263
1375,95.1263
1376,153.1263
1377,153.6263
1378,153.6263
1379,153.6263
1380,153.6263
1381,153.6263
1382,153.6263
1383,153.6263
1384,153.6263
1385,153.6263
1386,153.6263
1387,193.1263
1388,153.6263
1389,153.6263
1390,153.1263
1391,95.1263
1392,105.59641
1393,105.59641
1394,105.59641
1395,105.59641
1396,105.59641
1397,120.09641
1398,120.09641
1399,120.09641
1400,139.59641
1401,164.59641
1402,164.59641
1403,164.59641
1404,139.59641
1405,139.59641
1406,164.59641
1407,164.59641
1408,164.59641
1409,139.59641
1410,164.59641
1411,194.59641
1412,174.59641
1413,139.59641
1414,120.09641
1415,105.59641
1416,122.43054
1417,122.43054
1418,120.43054
1419,120.43054
1420,126.43054
1421,126.43054
1422,126.43054
1423,127.43054
1424,127.43054
1425,127.43054
1426,127.43054
1427,127.43054
1428,127.43054
1429,127.43054
1430,127.43054
1431,162.43054
1432,162.43054
1433,127.43054
1434,162.43054
1435,192.43054
1436,162.43054
1437,127.43054
1438,126.43054
1439,126.43054
1440,121.47903
1441,121.47903
1442,121.47903
1443,121.47903
1444,122.47903
1445,124.47903
1446,124.47903
1447,124.47903
1448,124.47903
1449,124.47903
1450,124.47903
1451,126.97903
1452,126.97903
1453,126.47903
1454,126.97903
1455,126.97903
1456,126.97903
1457,126.97903
1458,163.47903
1459,173.47903
1460,163.47903
1461,126.97903
1462,124.47903
1463,124.47903
1464,119.60007
1465,119.60007
1466,119.60007
1467,119.60007
1468,119.60007
1469,119.60007
1470,120.70007
1471,125.70007
1472,125.70007
1473,125.70007
1474,125.70007
1475,125.70007
1476,125.70007
1477,125.70007
1478,125.70007
1479,125.70007
1480,125.70007
1481,125.70007
1482,128.70007
1483,143.70007
1484,128.70007
1485,128.70007
1486,125.70007
1487,125.70007
1488,127.81316
1489,127.81316
1490,121.91316
1491,121.91316
1492,121.91316
1493,121.91316
1494,121.91316
1495,121.91316
1496,121.91316
1497,132.81316
1498,132.81316
1499,132.81316
1500,132.81316
1501,132.81316
1502,132.81316
1503,132.81316
1504,132.81316
1505,121.91316
1506,132.81316
1507,132.81316
1508,132.81316
1509,132.81316
1510,132.81316
1511,127.81316
1512,138.29114
1513,136.29114
1514,136.29114
1515,136.29114
1516,136.29114
1517,138.29114
1518,144.29114
1519,144.29114
1520,144.29114
1521,153.29114
1522,153.29114
1523,161.29114
1524,144.29114
1525,144.29114
1526,144.29114
1527,144.29114
1528,144.29114
1529,144.29114
1530,153.29114
1531,144.29114
1532,144.29114
1533,144.29114
1534,144.29114
1535,138.29114
1536,137.56495
1537,137.56495
1538,125.34695
1539,125.34695
1540,137.56495
1541,140.34695
1542,140.34695
1543,140.34695
1544,140.84695
1545,140.84695
1546,140.84695
1547,140.84695
1548,140.84695
1549,140.84695
1550,140.84695
1551,140.84695
1552,140.84695
1553,140.84695
1554,161.34695
1555,162.34695
1556,161.34695
1557,140.84695
1558,140.84695
1559,140.34695
1560,132.59199
1561,132.59199
1562,132.59199
1563,132.59199
1564,132.59199
1565,136.59199
1566,136.59199
1567,136.69199
1568,136.69199
1569,136.69199
1570,141.59199
1571,151.59199
1572,141.59199
1573,141.59199
1574,141.59199
1575,141.59199
1576,141.59199
1577,136.69199
1578,161.59199
1579,201.59199
1580,161.59199
1581,141.59199
1582,136.69199
1583,132.59199
1584,132.68587
1585,133.48587
1586,131.68387
1587,129.68587
1588,131.68487
1589,133.48587
1590,133.48587
1591,133.48587
1592,133.48587
1593,133.48587
1594,133.48587
1595,136.68587
1596,136.68587
1597,136.68587
1598,137.68587
1599,137.68587
1600,136.68587
1601,136.18587
1602,161.68587
1603,201.68587
1604,161.68587
1605,136.68587
1606,133.48587
1607,133.48587
1608,128.69992
1609,128.69992
1610,126.69992
1611,126.69992
1612,128.69992
1613,130.69992
1614,130.69992
1615,130.69992
1616,131.19992
1617,132.69992
1618,132.69992
1619,132.69992
1620,132.69992
1621,156.69992
1622,161.69992
1623,161.69992
1624,156.69992
1625,135.69992
1626,161.69992
1627,161.69992
1628,161.69992
1629,135.69992
1630,132.69992
1631,130.69992
1632,130.48341
1633,130.48341
1634,130.08341
1635,130.08341
1636,130.48341
1637,130.48341
1638,130.48341
1639,130.48341
1640,130.78341
1641,130.78341
1642,136.58341
1643,151.58341
1644,151.58341
1645,136.58341
1646,136.58341
1647,130.78341
1648,130.78341
1649,130.78341
1650,151.58341
1651,151.58341
1652,151.58341
1653,136.58341
1654,130.48341
1655,130.48341
1656,126.49107
1657,126.49107
1658,126.49107
1659,126.49107
1660,126.49107
1661,126.49107
1662,126.49107
1663,126.49107
1664,127.29107
1665,127.29107
1666,136.29107
1667,136.29107
1668,136.29107
1669,136.29107
1670,136.29107
1671,136.29107
1672,135.79107
1673,135.79107
1674,141.29107
1675,151.29107
1676,151.29107
1677,141.29107
1678,136.19107
1679,127.29107
1680,136.74009
1681,126.74009
1682,126.74009
1683,129.74009
1684,129.74009
1685,136.69009
1686,136.69009
1687,136.69009
1688,146.24009
1689,141.24009
1690,141.24009
1691,141.24009
1692,141.24009
1693,141.24009
1694,141.24009
1695,141.24009
1696,141.24009
1697,141.24009
1698,141.74009
1699,150.74109
1700,146.24009
1701,141.24009
1702,136.74009
1703,136.69009
1704,132.50946
1705,132.50946
1706,132.50946
1707,132.50946
1708,134.40546
1709,134.50946
1710,134.50946
1711,134.50946
1712,136.45946
1713,136.45946
1714,136.45946
1715,136.45946
1716,136.45946
1717,136.45946
1718,136.45946
1719,136.50946
1720,136.50946
1721,136.45946
1722,138.50946
1723,141.50946
1724,138.50946
1725,136.45946
1726,136.45946
1727,134.50946
1728,125.64872
1729,125.64872
1730,125.64872
1731,125.64872
1732,127.64872
1733,134.54472
1734,134.54472
1735,134.64872
1736,136.14872
1737,136.14872
1738,136.14872
1739,136.14872
1740,136.14872
1741,136.14872
1742,136.14872
1743,136.14872
1744,136.14872
1745,136.14872
1746,136.64872
1747,136.64872
1748,136.64872
1749,136.14872
1750,136.14872
1751,134.54472
1752,134.83962
1753,128.94362
1754,128.94362
1755,130.94362
1756,134.83962
1757,135.14362
1758,135.14362
1759,135.14362
1760,136.44362
1761,136.44362
1762,136.44362
1763,136.94362
1764,136.44362
1765,136.94362
1766,136.94362
1767,136.94362
1768,136.94362
1769,136.44362
1770,136.94362
1771,181.94362
1772,181.94362
1773,136.94362
1774,136.44362
1775,135.14362
1776,135.04546
1777,135.04546
1778,135.04546
1779,135.04546
1780,135.04546
1781,135.24546
1782,135.24546
1783,145.24546
1784,136.74546
1785,136.74546
1786,145.24546
1787,136.74546
1788,136.74546
1789,145.24546
1790,136.74546
1791,136.74546
1792,136.74546
1793,136.74546
1794,145.24546
1795,147.24546
1796,136.74546
1797,136.74546
1798,135.24546
1799,135.04546
1800,128.20207
1801,127.80207
1802,127.80207
1803,127.80207
1804,128.20207
1805,128.20207
1806,128.20207
1807,128.20207
1808,128.80207
1809,135.80207
1810,135.80207
1811,135.80207
1812,135.80207
1813,135.80207
1814,135.78207
1815,131.80207
1816,135.78207
1817,131.80207
1818,138.80207
1819,142.80207
1820,138.80207
1821,135.80207
1822,128.80207
1823,128.20207
1824,124.84294
1825,124.84294
1826,124.84294
1827,124.84294
1828,124.84294
1829,124.84294
1830,124.84294
1831,124.84294
1832,124.84294
1833,126.84294
1834,130.64294
1835,130.64294
1836,130.64294
1837,130.64294
1838,130.64294
1839,130.64294
1840,130.64294
1841,130.64294
1842,139.84294
1843,146.84294
1844,139.84294
1845,134.84294
1846,130.64294
1847,126.84294
1848,125.29113
1849,125.29113
1850,125.79113
1851,125.29113
1852,125.29113
1853,125.29113
1854,125.29113
1855,125.29113
1856,125.29113
1857,125.79113
1858,125.79113
1859,133.79113
1860,133.79113
1861,133.79113
1862,133.79113
1863,125.79113
1864,125.79113
1865,125.79113
1866,133.79113
1867,134.29113
1868,133.79113
1869,133.79113
1870,125.79113
1871,125.29113
1872,92.25383
1873,96.25383
1874,92.25383
