,cop_per_kwh
0,184.21011
1,178.21011
2,178.21011
3,178.21011
4,178.21011
5,178.21011
6,178.21011
7,111.69911
8,178.21011
9,178.21011
10,178.21011
11,178.21011
12,178.21011
13,178.21011
14,178.21011
15,178.21011
16,178.21011
17,178.21011
18,202.21011
19,212.21011
20,184.21011
21,184.21011
22,178.21011
23,178.21011
24,149.48085
25,113.98185
26,84.48085
27,113.98185
28,113.98185
29,113.98185
30,113.98185
31,184.48085
32,184.48085
33,190.48085
34,190.48085
35,204.48085
36,204.48085
37,204.48085
38,214.48085
39,214.48085
40,204.48085
41,204.48085
42,248.48085
43,248.48085
44,248.48085
45,214.48085
46,190.48085
47,184.48085
48,198.86935
49,198.74435
50,198.86935
51,190.86935
52,190.86935
53,190.86935
54,153.86935
55,190.86935
56,198.86935
57,202.86935
58,202.86935
59,202.86935
60,202.86935
61,202.86935
62,202.86935
63,202.86935
64,202.86935
65,202.86935
66,202.86935
67,248.86935
68,202.86935
69,202.86935
70,202.86935
71,198.86935
72,242.91384
73,242.91384
74,242.91384
75,242.91384
76,242.91384
77,242.91384
78,122.91384
79,242.91384
80,242.91384
81,242.91384
82,242.91384
83,242.91384
84,242.91384
85,242.91384
86,242.91384
87,242.91384
88,242.91384
89,242.91384
90,242.91384
91,242.91384
92,242.91384
93,242.91384
94,242.91384
95,242.91384
96,189.26077
97,143.60377
98,143.60377
99,143.60377
100,143.60377
101,144.48377
102,144.48377
103,193.09977
104,251.60377
105,251.60377
106,251.60377
107,251.60377
108,251.60377
109,251.60377
110,251.60377
111,251.60377
112,251.60377
113,251.60377
114,251.60377
115,251.60377
116,251.60377
117,189.26077
118,144.48377
119,143.60377
120,187.4795
121,116.7865
122,46.7915
123,106.7865
124,106.7865
125,211.7865
126,211.7865
127,222.7865
128,252.7865
129,252.7865
130,252.7865
131,252.7865
132,252.7865
133,252.7865
134,252.7865
135,252.7865
136,252.7865
137,252.7865
138,252.7865
139,252.7865
140,252.7865
141,222.7865
142,204.7865
143,187.4795
144,203.13438
145,198.13438
146,198.13438
147,198.13438
148,198.13438
149,203.13438
150,203.13438
151,223.13438
152,247.13438
153,263.13438
154,263.13438
155,247.13438
156,247.13438
157,247.13438
158,247.13438
159,247.13438
160,247.13438
161,247.13438
162,263.13438
163,263.13438
164,247.13438
165,223.13438
166,200.65738
167,198.13438
168,204.65535
169,204.65535
170,202.65535
171,202.65535
172,204.65535
173,204.65535
174,204.65535
175,221.65535
176,222.65535
177,252.65435
178,252.65535
179,252.65535
180,257.65535
181,252.65535
182,257.65535
183,257.65535
184,257.65535
185,222.65535
186,222.65535
187,252.65435
188,222.65535
189,222.65535
190,221.65535
191,202.65535
192,188.13353
193,157.11253
194,158.35753
195,182.27453
196,182.27453
197,195.24653
198,195.24653
199,203.27453
200,203.27453
201,207.27453
202,210.27453
203,210.27453
204,210.27453
205,210.27453
206,210.27453
207,210.27453
208,207.27453
209,207.27453
