,cop_per_kwh
0,69.82141
1,69.82141
2,69.82141
3,68.82141
4,68.82141
5,68.32141
6,68.32141
7,68.32141
8,68.32141
9,68.32141
10,68.32141
11,68.82141
12,68.82141
13,68.82141
14,68.32141
15,68.32141
16,68.32141
17,68.82141
18,69.82141
19,85.82141
20,69.82141
21,69.82141
22,69.82141
23,68.82141
24,68.32141
25,68.32141
26,68.32141
27,68.32141
28,68.32141
29,68.32141
30,68.32141
31,68.32141
32,68.32141
33,68.82141
34,68.82141
35,68.82141
36,68.82141
37,68.82141
38,68.82141
39,68.32141
40,68.32141
41,68.82141
42,86.82141
43,94.82141
44,86.82141
45,86.82141
46,75.82141
47,68.82141
48,73.82141
49,73.82141
50,69.82141
51,69.82141
52,73.82141
53,73.82141
54,73.82141
55,73.82141
56,86.82141
57,86.82141
58,86.82141
59,86.82141
60,86.82141
61,86.82141
62,86.82141
63,86.82141
64,86.82141
65,86.82141
66,107.82141
67,107.82141
68,107.82141
69,92.82141
70,86.82141
71,73.82141
72,72.82141
73,72.72141
74,68.82141
75,68.82141
76,72.82141
77,72.82141
78,72.82141
79,72.82141
80,77.82141
81,79.82141
82,80.82141
83,80.82141
84,80.82141
85,79.82141
86,79.82141
87,79.82141
88,79.82141
89,80.82141
90,80.82141
91,86.82141
92,80.82141
93,80.82141
94,77.82141
95,72.82141
96,70.82141
97,70.82141
98,70.82141
99,70.82141
100,70.82141
101,70.82141
102,70.82141
103,70.82141
104,77.82141
105,79.82141
106,90.81141
107,92.82141
108,79.82141
109,77.82141
110,77.82141
111,77.82141
112,77.82141
113,79.82141
114,92.82141
115,92.82141
116,92.82141
117,92.82141
118,77.82141
119,70.82141
120,78.82141
121,77.82141
122,77.82141
123,77.82141
124,78.82141
125,79.82141
126,91.32141
127,91.32141
128,91.32141
129,91.32141
130,92.82141
131,92.82141
132,92.82141
133,91.32141
134,91.32141
135,91.32141
136,91.32141
137,92.82141
138,92.82141
139,96.82141
140,92.82141
141,92.82141
142,91.32141
143,91.32141
144,82.82141
145,82.82141
146,79.82141
147,75.82141
148,79.82141
149,82.82141
150,82.82141
151,91.82141
152,91.82141
153,91.82141
154,91.82141
155,91.82141
156,91.82141
157,91.82141
158,91.82141
159,91.82141
160,91.82141
161,91.82141
162,92.82141
163,92.82141
164,92.82141
165,91.82141
166,91.82141
167,82.82141
168,77.82141
169,77.82141
170,77.82141
171,77.82141
172,77.82141
173,82.82141
174,82.82141
175,82.82141
176,86.82141
177,92.92141
178,92.92141
179,92.92141
180,92.92141
181,92.92141
182,86.82141
183,86.82141
184,86.82141
185,90.31141
186,93.32141
187,96.82141
188,92.92141
189,92.92141
190,91.92141
191,82.82141
192,92.82141
193,91.92141
194,86.82141
195,86.82141
196,86.82141
197,86.82141
198,86.82141
199,92.82141
200,93.33141
201,93.33141
202,93.33141
203,93.33141
204,93.33141
205,93.33141
206,93.33141
207,92.82141
208,92.82141
209,93.33141
210,95.82141
211,95.82141
212,95.82141
213,93.33141
214,93.33141
215,92.82141
216,93.33141
217,91.92141
218,82.82141
219,82.82141
220,82.82141
221,93.33141
222,93.33141
223,93.33141
224,93.33141
225,93.33141
226,93.33141
227,93.33141
228,93.82141
229,93.33141
230,93.33141
231,93.33141
232,93.33141
233,93.33141
234,95.82141
235,95.82141
236,95.82141
237,95.82141
238,93.33141
239,93.33141
240,78.82141
241,78.82141
242,78.82141
243,78.82141
244,78.82141
245,78.82141
246,82.82141
247,83.82141
248,96.82141
249,96.82141
250,96.82141
251,96.92241
252,96.82141
253,96.82141
254,96.82141
255,96.82141
256,96.82141
257,96.82141
258,96.92241
259,97.82141
260,96.92241
261,96.92241
262,96.82141
263,82.82141
264,74.82141
265,74.82141
266,74.82141
267,74.82141
268,74.82141
269,82.82141
270,83.82141
271,83.82141
272,87.82141
273,87.82141
274,87.82141
275,87.82141
276,87.82141
277,87.82141
278,87.82141
279,87.82141
280,87.82141
281,87.82141
282,96.82141
283,97.82141
284,96.82141
285,87.82141
286,87.82141
287,82.82141
288,82.82141
289,82.82141
290,82.82141
291,82.82141
292,82.82141
293,83.82141
294,84.82141
295,84.82141
296,84.82141
297,84.82141
298,84.82141
299,87.92141
300,84.82141
301,84.82141
302,84.82141
303,84.82141
304,84.82141
305,84.82141
306,96.82141
307,97.82141
308,96.82141
309,84.82141
310,84.82141
311,82.82141
312,84.82141
313,84.82141
314,84.82141
315,84.82141
316,84.82141
317,84.82141
318,84.82141
319,89.12141
320,89.12141
321,89.12141
322,89.12141
323,89.12141
324,89.12141
325,89.12141
326,89.12141
327,89.12141
328,89.12141
329,89.12141
330,97.82141
331,98.82141
332,97.82141
333,89.12141
334,89.12141
335,84.82141
336,87.82141
337,87.82141
338,87.82141
339,87.82141
340,87.82141
341,87.82141
342,87.82141
343,87.82141
344,89.12141
345,89.12141
346,89.12141
347,89.12141
348,89.12141
349,89.12141
350,89.12141
351,89.12141
352,89.12141
353,89.12141
354,89.32141
355,92.82141
356,89.32141
357,89.12141
358,89.12141
359,87.82141
360,82.32141
361,82.32141
362,82.32141
363,79.82141
364,82.32141
365,82.32141
366,79.82141
367,82.32141
368,87.82141
369,89.17141
370,89.17141
371,89.17141
372,89.17141
373,89.17141
374,89.17141
375,86.82141
376,82.32141
377,89.17141
378,89.17141
379,89.42141
380,89.32141
381,89.17141
382,89.17141
383,82.32141
384,71.82141
385,71.28641
386,71.28641
387,71.28641
388,71.82141
389,82.32141
390,84.82141
391,84.82141
392,84.82141
393,84.82141
394,84.82141
395,88.82141
396,84.82141
397,84.82141
398,84.82141
399,84.82141
400,84.82141
401,84.82141
402,89.22141
403,92.81141
404,89.22141
405,88.82141
406,84.82141
407,82.32141
408,70.82141
409,68.28641
410,68.28641
411,70.82141
412,70.82141
413,71.82141
414,82.32141
415,84.82141
416,84.82141
417,84.82141
418,84.82141
419,84.82141
420,84.82141
421,84.82141
422,84.82141
423,84.82141
424,84.82141
425,84.82141
426,87.82141
427,87.82141
428,87.82141
429,84.82141
430,82.82141
431,71.82141
432,67.82141
433,66.27841
434,66.27841
435,66.27841
436,66.27841
437,71.82141
438,81.82141
439,81.82141
440,81.82141
441,81.82141
442,81.82141
443,82.82141
444,81.82141
445,81.82141
446,81.82141
447,81.82141
448,81.82141
449,81.82141
450,87.82141
451,87.82141
452,87.82141
453,81.82141
454,81.82141
455,71.82141
456,77.82141
457,77.82141
458,77.82141
459,77.82141
460,77.82141
461,77.82141
462,77.82141
463,77.82141
464,82.82141
465,82.82141
466,82.82141
467,82.82141
468,82.82141
469,77.82141
470,77.82141
471,77.82141
472,77.82141
473,77.82141
474,82.82141
475,87.82141
476,82.82141
477,82.82141
478,77.82141
479,77.82141
480,69.82141
481,67.82141
482,67.82141
483,67.82141
484,79.82141
485,79.82141
486,79.82141
487,79.82141
488,81.82141
489,82.82141
490,82.82141
491,82.82141
492,82.82141
493,81.82141
494,81.82141
495,81.82141
496,81.82141
497,82.82141
498,82.82141
499,88.82141
500,82.82141
501,82.82141
502,79.82141
503,79.82141
504,81.82141
505,81.82141
506,67.82141
507,67.82141
508,67.82141
509,81.82141
510,82.72141
511,83.82141
512,83.82141
513,83.82141
514,83.82141
515,83.82141
516,83.82141
517,83.82141
518,83.82141
519,83.82141
520,83.82141
521,83.82141
522,87.82141
523,89.32141
524,87.82141
525,83.82141
526,83.82141
527,83.82141
528,81.82141
529,67.82141
530,67.82141
531,67.82141
532,67.82141
533,81.82141
534,67.82141
535,81.82141
536,82.72141
537,82.82141
538,82.82141
539,82.82141
540,82.82141
541,82.82141
542,82.72141
543,81.82141
544,81.82141
545,82.72141
546,82.82141
547,83.82141
548,83.82141
549,82.82141
550,82.82141
551,81.82141
552,80.82141
553,80.82141
554,80.82141
555,80.82141
556,80.82141
557,80.82141
558,81.82141
559,81.82141
560,83.82041
561,83.82041
562,83.82041
563,83.82041
564,83.82041
565,83.82041
566,83.82041
567,83.82041
568,83.82041
569,83.82041
570,88.32141
571,88.32141
572,86.82141
573,83.82041
574,81.82141
575,80.82141
576,30.62241
577,30.62241
578,30.62241
579,30.62241
580,70.82041
