,cop_per_kwh
0,480.75368
1,498.75368
2,393.75368
3,393.75368
4,362.80468
5,328.75368
6,193.96768
7,286.06368
8,327.67368
9,393.75368
10,393.75368
11,393.75368
12,393.75368
13,393.75368
14,393.75368
15,393.75368
16,393.75368
17,480.75368
18,480.75368
19,480.75368
20,480.75368
21,480.75368
22,480.75368
23,480.75368
24,388.16958
25,388.16958
26,387.16958
27,387.16958
28,387.16958
29,387.16958
30,387.16958
31,388.16958
32,388.16958
33,388.16958
34,392.16958
35,392.16958
36,392.16958
37,392.16958
38,392.16958
39,392.16958
40,392.16958
41,392.16958
42,497.16958
43,497.16958
44,497.16958
45,497.16958
46,392.16958
47,388.16958
48,585.62087
49,446.62087
50,446.62087
51,364.62087
52,364.62087
53,364.62087
54,364.62087
55,364.62087
56,446.62087
57,506.62087
58,596.62087
59,526.62087
60,526.62087
61,526.62087
62,526.62087
63,526.62087
64,506.62087
65,526.62087
66,585.62087
67,585.62087
68,585.62087
69,585.62087
70,526.62087
71,596.62087
72,447.3493
73,447.3493
74,367.3493
75,367.3493
76,367.3493
77,447.3493
78,447.3493
79,527.3493
80,586.3493
81,586.3493
82,586.3493
83,586.3493
84,586.3493
85,586.3493
86,586.3493
87,586.3493
88,586.3493
89,586.3493
90,637.3493
91,637.3493
92,586.3493
93,586.3493
94,586.3493
95,527.3493
96,456.6714
97,456.6714
98,456.6714
99,456.6714
100,456.6714
101,456.6714
102,456.6714
103,476.6714
104,546.6714
105,626.6714
106,641.6714
107,651.6714
108,651.6714
109,651.6714
110,651.6714
111,651.6714
112,641.6714
113,641.6714
114,696.6714
115,651.6714
116,641.6714
117,641.6714
118,546.6714
119,546.6714
120,641.62163
121,546.62163
122,546.62163
123,476.62163
124,476.62163
125,641.62163
126,641.62163
127,642.62163
128,642.62163
129,642.62163
130,711.62163
131,676.62163
132,642.62163
133,711.62163
134,676.62163
135,676.62163
136,642.62163
137,642.62163
138,676.62163
139,676.62163
140,642.62163
141,642.62163
142,642.62163
143,641.62163
144,546.62087
145,546.62087
146,546.62087
147,546.62087
148,546.62087
149,546.62087
150,546.62087
151,546.62087
152,556.62087
153,641.62087
154,656.62087
155,676.62087
156,676.62087
157,676.62087
158,676.62087
159,676.62087
160,676.62087
161,676.62087
162,806.62087
163,796.62087
164,676.62087
165,676.62087
166,641.62087
167,546.62087
168,522.88644
169,522.88644
170,522.88644
171,522.88644
172,522.88644
173,522.88644
174,522.88644
175,532.45644
176,542.45644
177,552.45644
178,642.45644
179,642.45644
180,642.45644
181,642.45644
182,645.45644
183,645.45644
184,642.45644
185,642.45644
186,645.45644
187,645.45644
188,642.45644
189,642.45644
190,552.45644
191,532.45644
192,517.01313
193,375.02513
194,346.51313
195,346.51313
196,346.51313
197,375.02513
198,361.06413
199,517.01313
200,542.01313
201,547.01313
202,547.01313
203,547.01313
204,547.01313
205,547.01313
206,547.01313
207,547.01313
208,547.01313
209,547.01313
210,547.01313
211,547.01313
212,547.01313
213,547.01313
214,547.01313
215,537.01313
216,541.6584
217,541.6584
218,516.6584
219,516.6584
220,516.6584
221,516.6584
222,516.6584
223,416.6584
224,516.6584
225,541.6584
226,541.6584
227,546.6584
228,547.7584
229,547.7584
230,546.6584
231,546.6584
232,546.6584
233,546.6584
234,547.7584
235,547.7584
236,547.7584
237,547.7584
238,547.7584
239,541.6584
240,486.76485
241,486.76485
242,456.35985
243,406.86485
244,406.86485
245,486.76485
246,406.86485
247,480.99885
248,486.76485
249,486.76485
250,486.76485
251,486.76485
252,541.86485
253,541.86485
254,486.76485
255,486.76485
256,486.76485
257,486.76485
258,816.86485
259,846.86485
260,846.86485
261,846.86485
262,541.86485
263,486.76485
264,496.77556
265,482.77556
266,377.76556
267,472.72156
268,478.23056
269,482.77556
270,496.77556
271,541.77556
272,596.77556
273,596.77556
274,709.66456
275,851.77556
276,851.77556
277,851.77556
278,846.77556
279,846.77556
280,816.77556
281,646.77556
282,846.77556
283,846.77556
284,851.77556
285,709.66456
286,596.77556
287,541.77556
288,617.02992
289,617.02992
290,617.02992
291,617.02992
292,637.02992
293,637.02992
294,637.02992
295,657.02992
296,657.02992
297,657.02992
298,747.02992
299,852.02992
300,747.02992
301,747.02992
302,747.02992
303,747.02992
304,747.02992
305,657.02992
306,747.02992
307,747.02992
308,657.02992
309,657.02992
310,657.02992
311,637.02992
312,761.62087
313,616.62087
314,596.62087
315,596.62087
316,596.62087
317,736.62087
318,736.62087
319,761.62087
320,776.62087
321,776.62087
322,865.04487
323,865.04487
324,865.04487
325,865.04487
326,865.04487
327,843.62087
328,776.62087
329,776.62087
330,843.62087
331,865.04487
332,776.62087
333,776.62087
334,796.62087
335,761.62087
336,514.66099
337,476.66099
338,476.66099
339,514.66099
340,514.66099
341,514.66099
342,716.56099
343,716.56099
344,716.56099
345,771.66099
346,771.66099
347,771.66099
348,771.66099
349,771.66099
350,771.66099
351,771.66099
352,771.66099
353,771.66099
354,771.66099
355,796.66099
356,771.66099
357,771.66099
358,716.56099
359,716.56099
360,516.83466
361,486.83466
362,475.83466
363,376.80366
364,376.80366
365,475.83466
366,486.83466
367,596.83466
368,676.73466
369,676.73466
370,676.73466
371,766.83466
372,766.83466
373,676.73466
374,676.73466
375,676.73466
376,676.73466
377,676.73466
378,766.83466
379,865.26166
380,676.73466
381,676.73466
382,676.73466
383,516.83466
384,586.83121
385,456.88121
386,446.88121
387,446.88121
388,446.88121
389,446.88121
390,446.88121
391,446.88121
392,446.88121
393,468.54121
394,586.83121
395,586.83121
396,586.83121
397,586.83121
398,586.83121
399,586.83121
400,586.83121
401,586.83121
402,586.83121
403,596.88121
404,596.88121
405,586.83121
406,586.83121
407,586.83121
408,556.73789
409,506.73789
410,396.73789
411,396.73789
412,396.73789
413,506.73789
414,506.73789
415,584.73789
416,631.73789
417,695.73789
418,841.53789
419,841.53789
420,841.53789
421,841.53789
422,841.53789
423,841.53789
424,841.53789
425,695.73789
426,841.53789
427,841.53789
428,841.53789
429,841.53789
430,631.73789
431,556.73789
432,497.62087
433,497.62087
434,497.62087
435,497.62087
436,497.62087
437,497.62087
438,506.62087
439,516.62087
440,546.62087
441,606.62087
442,636.57087
443,636.57087
