,cop_per_kwh
0,57.59894
1,56.59894
2,56.59894
3,56.59894
4,56.59894
5,56.59894
6,56.19894
7,56.19894
8,56.19894
9,56.59894
10,56.59894
11,56.59894
12,56.59894
13,56.59894
14,56.59894
15,56.19894
16,56.19894
17,56.59894
18,56.59894
19,57.59894
20,57.59894
21,56.59894
22,56.59894
23,56.59894
24,57.49894
25,57.49894
26,57.49894
27,57.49894
28,57.49894
29,57.49894
30,57.49894
31,57.59894
32,57.59894
33,57.59894
34,57.59894
35,58.09894
36,58.09894
37,58.09894
38,58.09894
39,57.59894
40,57.59894
41,58.09894
42,68.09894
43,73.12194
44,68.09894
45,58.09894
46,57.59894
47,57.59894
48,57.59894
49,57.59894
50,57.59894
51,57.59894
52,57.59894
53,57.59894
54,57.59894
55,57.59894
56,66.59894
57,66.59894
58,66.59894
59,66.59894
60,66.59894
61,66.59894
62,66.59894
63,66.59894
64,66.59894
65,66.59894
66,70.59894
67,80.59894
68,70.59894
69,69.59894
70,66.59894
71,57.59894
72,60.59894
73,60.59894
74,60.59894
75,60.59894
76,60.59894
77,60.59894
78,68.09894
79,68.09894
80,68.09894
81,70.59894
82,70.59894
83,70.59894
84,70.59894
85,70.59894
86,70.59894
87,70.59894
88,70.59894
89,70.59894
90,72.59894
91,80.59894
92,72.59894
93,71.59894
94,70.59894
95,68.09894
96,70.59894
97,70.59894
98,70.59894
99,70.59894
100,70.59894
101,70.59894
102,71.09894
103,71.09894
104,71.09894
105,71.58894
106,71.58894
107,71.59894
108,71.58894
109,71.58894
110,71.58894
111,71.58894
112,71.58894
113,71.58894
114,73.09894
115,80.59894
116,73.09894
117,71.59894
118,71.58894
119,71.09894
120,74.58894
121,74.58894
122,74.58894
123,73.59894
124,74.58894
125,74.58894
126,74.58894
127,75.09894
128,75.09894
129,78.59894
130,80.59894
131,80.59894
132,80.59894
133,80.59894
134,78.59894
135,75.09894
136,75.09894
137,78.59894
138,81.59894
139,81.59894
140,81.59894
141,81.59894
142,80.59894
143,75.09894
144,84.59894
145,84.59894
146,81.57894
147,81.57894
148,82.59894
149,82.59894
150,81.57894
151,82.59894
152,84.59894
153,84.59894
154,84.59894
155,84.59894
156,84.59894
157,84.59894
158,84.59894
159,84.59894
160,84.59894
161,84.59894
162,84.59894
163,85.09894
164,84.59894
165,84.59894
166,84.59894
167,84.59894
168,85.19894
169,85.19894
170,84.59894
171,84.59894
172,84.59894
173,84.59894
174,84.59894
175,85.19894
176,85.19894
177,85.19894
178,85.19894
179,85.19894
180,85.19894
181,85.19894
182,85.19894
183,85.19894
184,85.19894
185,85.19894
186,85.49894
187,85.59894
188,85.49894
189,85.49894
190,85.19894
191,85.19894
192,82.59894
193,82.59894
194,82.59894
195,82.59894
196,82.59894
197,82.59894
198,82.59894
199,85.49894
200,85.49894
201,85.49894
202,85.49894
203,85.69894
204,85.69894
205,85.49894
206,85.69894
207,85.69894
208,85.69894
209,86.59894
210,90.59894
211,90.59894
212,90.09894
213,86.59894
214,85.49894
215,85.49894
216,85.69894
217,82.59894
218,82.59894
219,82.59894
220,82.59894
221,86.59894
222,86.59894
223,87.59894
224,87.59894
225,87.59894
226,87.59894
227,91.59894
228,91.59894
229,87.59894
230,91.59894
231,91.59894
232,91.59894
233,91.59894
234,95.59894
235,100.59894
236,91.59894
237,91.59894
238,87.59894
239,87.59894
240,88.99894
241,88.99894
242,88.99894
243,88.99894
244,88.99894
245,88.99894
246,88.99894
247,90.59894
248,95.58894
249,95.58894
250,95.58894
251,95.58894
252,95.58894
253,95.58894
254,95.58894
255,95.58894
256,95.58894
257,95.58894
258,95.59894
259,115.59894
260,95.59894
261,95.58894
262,95.58894
263,90.59894
264,93.09894
265,92.59894
266,92.59894
267,92.59894
268,93.09894
269,93.09894
270,93.09894
271,95.59894
272,96.59894
273,97.59894
274,97.59894
275,97.59894
276,97.59894
277,97.59894
278,97.59894
279,97.59894
280,97.59894
281,97.59894
282,98.59894
283,98.59894
284,97.59894
285,97.59894
286,95.59894
287,93.09894
288,96.59894
289,93.49894
290,93.49894
291,93.49894
292,93.49894
293,93.49894
294,96.59894
295,96.59894
296,97.09894
297,97.09894
298,97.09894
299,97.49894
300,97.09894
301,97.09894
302,97.09894
303,96.59894
304,96.59894
305,97.09894
306,99.59894
307,99.59894
308,99.59894
309,99.59894
310,96.59894
311,96.59894
312,93.59894
313,93.59894
314,93.59894
315,93.59894
316,93.59894
317,93.59894
318,93.59894
319,93.59894
320,93.59894
321,93.59894
322,95.59894
323,95.59894
324,95.59894
325,95.59894
326,93.59894
327,93.59894
328,93.59894
329,95.59894
330,103.59894
331,103.59894
332,103.59894
333,103.59894
334,96.69894
335,95.59894
336,86.50694
337,58.59894
338,58.59894
339,58.59894
340,66.59894
341,75.59894
342,75.59894
343,92.59894
344,102.59894
345,102.59894
346,102.59894
347,102.59894
348,102.59894
349,102.59894
350,102.59894
351,102.59894
352,102.59894
353,102.59894
354,103.69894
355,103.69894
356,103.69894
357,103.49894
358,102.59894
359,92.59894
360,80.65794
361,80.59894
362,80.59894
363,80.59894
364,80.59894
365,80.65794
366,85.59894
367,85.59894
368,102.59894
369,102.59894
370,102.59894
371,102.59894
372,102.59894
373,102.59894
374,102.59894
375,102.59894
376,102.59894
377,102.59894
378,103.49894
379,105.59894
380,103.49894
381,102.59894
382,85.59894
383,80.65794
384,79.65794
385,78.59894
386,78.59894
387,78.59894
388,78.59894
389,79.65794
390,85.59894
391,85.59894
392,100.59894
393,100.59894
394,100.59894
395,100.59894
396,100.59894
397,100.59894
398,100.59894
399,100.59894
400,100.59894
401,100.59894
402,102.59894
403,102.59894
404,102.59894
405,100.59894
406,95.59894
407,85.59894
408,82.59894
409,80.59894
410,80.59894
411,80.59894
412,82.59894
413,82.59894
414,82.59894
415,82.59894
416,90.59894
417,90.59894
418,94.59894
419,94.59894
420,94.59894
421,94.59894
422,94.59894
423,94.59894
424,94.59894
425,94.59894
426,109.59894
427,109.59894
428,109.59894
429,94.59894
430,84.50994
431,82.59894
432,82.59894
433,79.45494
434,79.45494
435,79.45494
436,79.45494
437,82.59894
438,90.59894
439,90.59894
440,91.59894
441,91.59894
442,91.59894
443,91.59894
444,91.59894
445,91.59894
446,91.59894
447,91.59894
448,91.59894
449,91.59894
450,114.09894
451,114.09894
452,114.09894
453,91.59894
454,90.59894
455,82.59894
456,92.09894
457,92.09894
458,82.48894
459,82.48894
460,82.48894
461,92.09894
462,92.59894
463,92.59894
464,93.59894
465,93.59894
466,93.59894
467,93.59894
468,93.59894
469,93.59894
470,93.59894
471,92.59894
472,92.59894
473,92.59894
474,93.59894
475,94.58894
476,94.58894
477,93.59894
478,92.59894
479,92.59894
480,85.57894
481,77.09894
482,77.09894
483,77.09894
484,77.09894
485,77.09894
486,77.09894
487,77.09894
488,90.59894
489,90.59894
490,90.59894
491,90.59894
492,90.59894
493,90.59894
494,90.59894
495,90.59894
496,90.59894
497,90.59894
498,126.59894
499,128.85594
500,127.59894
501,127.59894
502,90.59894
503,90.59894
504,62.59894
505,33.70494
506,33.70494
507,33.70494
508,33.70494
509,61.59894
510,75.45394
511,90.59894
512,91.59894
513,91.59894
514,91.59894
515,91.59894
516,91.59894
517,91.59894
518,91.59894
519,91.59894
520,91.59894
521,91.59894
522,130.59894
523,145.59894
524,130.59894
525,91.59894
526,90.59894
527,62.59894
528,85.57894
529,78.35494
530,78.35494
531,78.35494
532,78.35494
533,89.59894
534,89.59894
535,90.59894
536,91.59894
537,102.59894
538,102.59894
539,102.59894
540,102.59894
541,102.59894
542,102.59894
543,102.59894
544,102.59894
545,102.59894
546,102.59894
547,130.59894
548,102.59894
549,102.59894
550,90.59894
551,89.59894
552,78.35494
553,78.35494
554,77.59894
555,77.59894
556,78.35494
557,90.59894
558,99.59894
559,99.59894
560,99.59894
561,99.59894
562,99.59894
563,101.59894
564,99.59894
565,99.59894
566,101.59894
567,101.59894
568,99.59894
569,102.59894
570,102.59894
571,102.59894
572,102.59894
573,102.59894
574,99.59894
575,90.59894
576,78.35494
577,78.35494
578,78.35494
579,78.35494
580,78.35494
581,78.59894
582,85.57894
583,96.59894
584,101.59894
585,102.59894
586,102.59894
587,102.59894
588,102.59894
589,102.59894
590,102.59894
591,102.59894
592,102.59894
593,102.59894
594,102.59894
595,102.59894
596,102.59894
597,101.59894
598,78.59894
599,78.59894
600,96.59894
601,96.59894
602,86.57894
603,86.57894
604,96.59894
605,100.59894
606,100.59894
607,100.59894
608,101.59894
609,120.59894
610,120.59894
611,120.59894
612,120.59894
613,120.59894
614,120.59894
615,120.59894
616,120.59894
617,120.59894
618,120.59894
619,130.59894
620,120.59894
621,120.59894
622,101.59894
623,100.59894
624,90.59894
625,90.59894
626,90.59894
627,90.59894
628,90.59894
629,90.59894
630,90.59894
631,96.59894
632,101.09894
633,101.09894
634,101.09894
635,101.09894
636,101.09894
637,101.09894
638,101.09894
639,101.09894
640,96.59894
641,101.09894
642,125.59894
643,135.59894
644,125.59894
645,101.09894
646,101.09894
647,96.59894
648,96.59894
649,90.59894
650,90.59894
651,90.59894
652,90.59894
653,90.59894
654,90.59894
655,90.59894
656,96.59894
657,96.59894
658,96.59894
659,102.59894
660,102.59894
661,102.59894
662,96.59894
663,96.59894
664,96.59894
665,96.59894
666,102.59894
667,130.59894
668,130.59894
669,102.59894
670,102.59894
671,96.59894
672,95.59894
673,95.59894
674,95.59894
675,95.59894
676,95.59894
677,96.59894
678,102.59894
679,102.59894
680,102.59894
681,102.59894
682,102.59894
683,107.59894
684,102.59894
685,102.59894
686,107.12894
687,102.59894
688,102.59894
689,102.59894
690,107.59894
691,108.90894
692,107.59894
693,107.12894
694,102.59894
695,96.59894
696,96.59894
697,96.59894
698,87.57894
699,75.59894
700,96.59894
701,98.59894
702,98.59894
703,98.59894
704,102.59894
705,102.59894
706,102.59894
707,102.59894
708,102.59894
709,102.59894
710,102.59894
711,102.59894
712,102.59894
713,102.59894
714,102.59894
715,106.82994
716,102.59894
717,102.59894
718,98.59894
719,96.59894
720,80.59894
721,70.59894
722,60.59894
723,60.59894
724,80.59894
725,94.59894
726,94.59894
727,94.59894
728,96.59894
729,96.59894
730,100.59894
731,100.59894
732,100.59894
733,100.59894
734,100.59894
735,100.59894
736,100.59894
737,100.59894
738,102.59894
739,102.59894
740,102.59894
741,102.59894
742,96.59894
743,94.59894
744,95.6844
745,92.6844
746,92.6844
747,92.6844
748,95.6844
749,97.6844
750,101.1844
751,101.1844
752,101.1844
753,101.1844
754,101.1844
755,104.6844
756,101.1844
757,101.1844
758,101.1844
759,101.1844
760,101.1844
761,101.1844
762,109.6844
763,115.8154
764,109.6844
765,101.1844
766,101.1844
767,97.6844
768,99.6844
769,99.6844
770,99.6844
771,99.6844
772,99.6844
773,101.1844
774,101.1844
775,101.1844
776,101.6844
777,101.6844
778,108.6844
779,108.6844
780,108.6844
781,101.6844
782,108.6844
783,108.6844
784,108.6844
785,101.6844
786,114.6844
787,115.8154
788,114.6844
789,101.6844
790,101.1844
791,99.6844
792,101.3844
793,101.3844
794,101.3844
795,101.1844
796,101.3844
797,101.3844
798,101.3844
799,101.5844
800,101.5844
801,101.5844
802,101.5844
803,101.5844
804,101.5844
805,101.5844
806,101.5844
807,101.5844
808,101.5844
809,101.5844
810,101.5844
811,108.3384
812,101.5844
813,101.5844
814,101.5844
815,101.3844
816,101.2844
817,101.2844
818,101.2844
819,101.2844
820,101.2844
821,101.2844
822,101.2844
823,101.2844
824,102.1844
825,102.1844
826,102.1844
827,102.1844
828,102.1844
829,102.1844
830,102.1844
831,101.2844
832,101.2844
833,102.1844
834,105.6844
835,107.6844
836,107.6844
837,105.6844
838,105.6844
839,102.1844
