,cop_per_kwh
1723,99.48941
1724,98.48941
1725,89.48941
1726,85.48941
1727,34.08941
1728,83.48941
1729,83.48941
1730,63.48941
1731,34.08941
1732,83.48941
1733,85.48941
1734,87.48941
1735,87.48941
1736,90.48941
1737,90.48941
1738,90.48941
1739,90.48941
1740,90.48941
1741,90.48941
1742,90.48941
1743,90.48941
1744,90.48941
1745,90.48941
1746,90.48941
1747,98.98941
1748,90.48941
1749,90.48941
1750,85.48941
1751,85.48941
1752,83.48941
1753,76.08941
1754,34.08941
1755,34.08941
1756,34.08941
1757,83.48941
1758,83.48941
1759,85.48941
1760,88.48941
1761,91.48941
1762,91.48941
1763,91.48941
1764,96.48941
1765,91.48941
1766,91.48941
1767,88.48941
1768,88.48941
1769,85.48941
1770,96.48941
1771,96.48941
1772,96.48941
1773,91.48941
1774,85.48941
1775,85.46941
1776,34.08941
1777,34.08941
1778,34.08941
1779,34.08941
1780,34.08941
1781,34.08941
1782,34.08941
1783,34.08941
1784,34.08941
1785,83.48941
1786,84.48941
1787,84.48941
1788,84.48941
1789,84.48941
1790,84.48941
1791,83.48941
1792,83.48941
1793,84.48941
1794,91.48941
1795,96.48941
1796,96.48941
1797,91.48941
1798,84.48941
1799,83.48941
1800,87.48941
1801,84.48941
1802,84.48941
1803,84.48941
1804,84.48941
1805,84.48941
1806,87.48941
1807,95.48941
1808,96.48941
1809,96.48941
1810,96.48941
1811,96.48941
1812,96.48941
1813,96.48941
1814,96.48941
1815,96.48941
1816,96.48941
1817,96.48941
1818,111.48941
1819,111.48941
1820,111.48941
1821,96.48941
1822,95.48941
1823,88.48941
1824,76.49041
1825,76.48941
1826,76.48941
1827,76.48941
1828,76.48941
1829,76.49041
1830,84.48941
1831,86.48941
1832,88.48941
1833,88.48941
1834,88.48941
1835,89.93941
1836,89.93941
1837,88.48941
1838,88.48941
1839,88.48941
1840,88.48941
1841,87.48941
1842,95.48941
1843,96.48941
1844,95.48941
1845,88.48941
1846,84.48941
1847,76.48941
1848,84.43941
1849,84.43941
1850,84.43941
1851,84.43941
1852,84.43941
1853,84.43941
1854,84.43941
1855,84.46941
1856,84.48941
1857,86.98941
1858,86.98941
1859,86.98941
1860,86.98941
1861,86.98941
1862,86.98941
1863,86.98941
1864,84.48941
1865,84.48941
1866,87.48941
1867,96.48941
1868,87.48941
1869,86.98941
1870,84.48941
1871,84.43941
