,cop_per_kwh
0,87.77821
1,77.77821
2,77.77821
3,77.77821
4,77.77821
5,77.77821
6,75.76821
7,75.76821
8,76.27821
9,76.27821
10,76.27821
11,76.27821
12,77.77821
13,76.27821
14,75.76821
15,71.27821
16,69.06721
17,76.27821
18,77.77821
19,87.77821
20,87.77821
21,77.77821
22,77.77821
23,77.77821
24,76.27821
25,76.27821
26,76.27821
27,76.27821
28,76.27821
29,76.77821
30,76.77821
31,76.77821
32,76.77821
33,76.77821
34,82.77821
35,82.77821
36,82.77821
37,82.77821
38,82.77821
39,82.77821
40,82.77821
41,81.76821
42,87.77821
43,87.77821
44,87.77821
45,82.77821
46,76.77821
47,76.77821
48,77.67821
49,77.67821
50,77.67821
51,77.67821
52,77.67821
53,77.67821
54,77.67821
55,81.76821
56,82.77821
57,82.77821
58,82.77821
59,82.77821
60,82.77821
61,82.77821
62,82.77821
63,82.77821
64,82.77821
65,82.77821
66,87.77821
67,114.42521
68,87.77821
69,82.77821
70,77.67821
71,77.67821
72,77.77821
73,77.77821
74,77.77821
75,77.77821
76,77.77821
77,77.77821
78,77.77821
79,77.77821
80,81.76821
81,77.77821
82,77.77821
83,81.76821
84,81.76821
85,77.77821
86,77.77821
87,77.77821
88,77.77821
89,85.77821
90,85.77821
91,87.77821
92,85.77821
93,85.77821
94,81.76821
95,77.77821
96,86.77821
97,86.77821
98,86.77821
99,86.77821
100,86.77821
101,86.77821
102,88.27821
103,88.27821
104,88.27821
105,88.27821
106,88.27821
107,88.27821
108,88.27821
109,88.27821
110,88.27821
111,88.27821
112,88.27821
113,88.27821
114,88.27821
115,91.13421
116,88.27821
117,88.27821
118,86.77821
119,86.77821
120,82.26821
121,77.77821
122,77.77821
123,77.77821
124,77.77821
125,82.26821
126,87.77821
127,87.77821
128,88.77821
129,88.77821
130,88.77821
131,87.77821
132,87.77821
133,87.77821
134,87.77821
135,87.77821
136,87.77821
137,88.77821
138,88.77821
139,95.77821
140,88.77821
141,88.77821
142,87.77821
143,77.77821
144,78.27821
145,78.27821
146,78.27821
147,78.27821
148,78.27821
149,78.27821
150,78.27821
151,78.27821
152,78.27821
153,78.27821
154,78.27821
155,78.27821
156,78.27821
157,78.27821
158,78.27821
159,78.27821
160,78.27821
161,78.27821
162,85.77821
163,85.77821
164,85.77821
165,78.27821
166,78.27821
167,78.27821
168,78.27821
169,78.27821
170,78.27821
171,78.27821
172,78.27821
173,78.27821
174,78.27821
175,78.27821
176,78.27821
177,78.27821
178,78.27821
179,78.27821
180,78.27821
181,78.27821
182,78.27821
183,78.27821
184,78.27821
185,78.27821
186,85.77821
187,85.77821
188,85.77821
189,85.77821
190,78.27821
191,78.27821
192,82.77821
193,82.77821
194,77.77821
195,77.77821
196,77.77821
197,77.77821
198,77.77821
199,82.77821
200,82.77821
201,82.77821
202,82.77821
203,82.77821
204,82.77821
205,82.77821
206,82.77821
207,82.77821
208,82.77821
209,82.77821
210,85.77821
211,85.77821
212,85.77821
213,82.77821
214,82.77821
215,82.77821
216,77.37821
217,77.37821
218,77.37821
219,77.37821
220,77.37821
221,77.37821
222,77.37821
223,77.77821
224,81.76821
225,85.77821
226,85.77821
227,81.76821
228,77.77821
229,77.77821
230,77.77821
231,77.77821
232,77.77821
233,81.76821
234,85.77821
235,87.77821
236,85.77821
237,85.77821
238,81.76821
239,77.37821
240,81.87821
241,81.87821
242,81.87821
243,81.77821
244,81.87821
245,81.87821
246,81.87821
247,81.87821
248,85.77821
249,85.77821
250,85.77821
251,85.77821
252,85.77821
253,85.77821
254,85.77821
255,85.77821
256,85.77821
257,85.77821
258,87.77821
259,87.77821
260,85.77821
261,85.77821
262,81.87821
263,81.87821
264,81.77821
265,81.77821
266,81.77821
267,81.56821
268,81.77821
269,82.92821
270,82.92821
271,82.92821
272,82.92821
273,85.77821
274,82.92821
275,82.92821
276,82.92821
277,82.92821
278,82.92821
279,82.92821
280,82.92821
281,82.92821
282,85.77821
283,85.77821
284,85.77821
285,82.92821
286,82.92821
287,82.92821
288,80.75821
289,75.77821
290,75.77821
291,75.77821
292,75.77821
293,81.77821
294,82.77821
295,82.77821
296,82.77821
297,82.77821
298,82.77821
299,85.27821
300,85.27821
301,82.77821
302,82.77821
303,82.77821
304,82.77821
305,82.77821
306,85.27821
307,85.27821
308,85.27821
309,85.27821
310,82.77821
311,82.77821
312,75.87821
313,75.87821
314,75.87821
315,75.87821
316,75.87821
317,75.87821
318,75.87821
319,81.77821
320,81.77821
321,82.77821
322,82.77821
323,82.77821
324,82.77821
325,82.77821
326,81.77821
327,80.75821
328,75.87821
329,81.77821
330,82.77821
331,82.77821
332,82.77821
333,82.77821
334,81.77821
335,75.87821
336,80.77821
337,80.75821
338,75.87821
339,80.77821
340,80.77821
341,81.77821
342,80.77821
343,81.77821
344,80.77821
345,80.77821
346,81.77821
347,81.77821
348,81.77821
349,81.77821
350,81.77821
351,80.77821
352,80.77821
353,81.77821
354,81.87821
355,84.77821
356,81.87821
357,81.87821
358,81.87821
359,81.77821
360,79.77821
361,79.77821
362,79.77821
363,79.77821
364,79.77821
365,79.77821
366,80.87821
367,80.87821
368,80.87821
369,80.87821
370,80.87821
371,80.87821
372,80.87821
373,80.87821
374,80.87821
375,80.87821
376,80.87821
377,80.87821
378,95.77821
379,95.77821
380,81.77821
381,80.87821
382,80.87821
383,80.87821
384,79.77821
385,79.77821
386,79.77821
387,79.77821
388,79.77821
389,79.77821
390,80.77821
391,81.67821
392,81.67821
393,81.67821
394,81.67821
395,81.67821
396,81.67821
397,81.67821
398,81.67821
399,81.67821
400,81.67821
401,81.67821
402,81.67821
403,95.77821
404,81.67821
405,81.67821
406,81.67821
407,79.77821
408,79.77821
409,79.77821
410,79.77821
411,79.77821
412,79.77821
413,79.77821
414,79.77821
415,80.77821
416,80.87821
417,80.87821
418,80.87821
419,80.87821
420,80.87821
421,80.77821
422,80.77821
423,80.77821
424,80.77821
425,80.87821
426,80.87821
427,93.77821
428,80.87821
429,80.87821
430,79.77821
431,79.77821
432,79.77821
433,79.77821
434,79.77821
435,79.77821
436,79.77821
437,79.77821
438,79.87821
439,79.87821
440,79.87821
441,79.87821
442,79.87821
443,79.87821
444,79.87821
445,79.87821
446,79.87821
447,79.87821
448,79.87821
449,79.87821
450,93.77821
451,93.77821
452,93.77821
453,79.87821
454,79.87821
455,79.77821
456,78.77821
457,76.77821
458,76.77821
459,76.77821
460,78.26821
461,78.77821
462,79.77821
463,79.77821
464,79.77821
465,79.77821
466,79.77821
467,79.77821
468,79.77821
469,79.77821
470,79.77821
471,79.77821
472,79.77821
473,79.77821
474,80.87821
475,80.87821
476,80.87821
477,80.87821
478,79.77821
479,78.77821
480,32.21721
481,28.71321
482,28.71321
483,28.71321
484,28.71321
485,67.77821
486,67.77821
487,76.87821
488,76.87821
489,76.87821
490,76.87821
491,76.87821
492,76.87821
493,76.87821
494,76.87821
495,69.06721
496,67.77821
497,69.06721
498,76.87821
499,78.77821
500,78.26821
501,76.87821
502,76.87821
503,69.06721
504,75.77821
505,75.77821
506,63.77821
507,68.27821
508,68.27821
509,69.06721
510,63.77821
511,69.06721
512,75.77821
513,75.77821
514,75.77821
515,75.77821
516,75.77821
517,75.77821
518,67.77821
519,67.77821
520,67.77821
521,67.77821
522,77.77821
523,87.77821
524,87.77821
525,77.77821
526,77.77821
527,76.75821
528,76.77821
529,76.77821
530,76.77821
531,76.77821
532,76.77821
533,76.77821
534,76.77821
535,79.77821
536,81.75821
537,82.77821
538,82.77821
539,82.77821
540,82.77821
541,79.77821
542,79.77821
543,79.77821
544,79.77821
545,79.77821
546,88.77821
547,88.77821
548,88.77821
549,82.77821
550,79.77821
551,76.77821
552,76.77821
553,76.77821
554,76.77821
555,76.77821
556,76.77821
557,76.77821
558,77.77821
559,77.77821
560,79.75821
561,79.77821
562,79.75821
563,79.77821
564,79.75821
565,77.77821
566,77.77821
567,77.77821
568,77.77821
569,77.77821
570,79.77821
571,82.77821
572,79.77821
573,77.77821
574,77.77821
575,76.77821
576,67.77821
577,67.77821
578,66.77821
579,69.06721
580,72.77821
581,72.77821
582,72.77821
583,72.77821
584,75.77821
585,77.75821
586,79.77821
587,79.77821
588,79.77821
589,75.77821
590,75.77821
591,77.75821
592,75.77821
593,75.77821
594,82.77821
595,95.77821
596,114.02421
597,95.77821
