,cop_per_kwh
0,510.90133
1,510.90133
2,510.90133
3,510.90133
4,510.90133
5,510.90133
6,451.90133
7,451.90133
8,451.90133
9,451.90133
10,451.90133
11,510.90133
12,510.90133
13,510.90133
14,510.90133
15,510.90133
16,510.90133
17,510.90133
18,518.40133
19,518.40133
20,518.40133
21,518.40133
22,510.90133
23,510.90133
24,509.34686
25,509.34686
26,509.34686
27,509.34686
28,509.34686
29,509.34686
30,509.34686
31,509.34686
32,510.84686
33,510.84686
34,510.84686
35,510.84686
36,512.34686
37,512.34686
38,512.34686
39,512.34686
40,512.34686
41,510.84686
42,512.34686
43,512.34686
44,512.34686
45,512.34686
46,510.84686
47,510.84686
48,509.46851
49,509.46851
50,509.46851
51,509.46851
52,509.46851
53,509.46851
54,509.46851
55,509.46851
56,513.46851
57,513.46851
58,541.96851
59,541.96851
60,541.96851
61,561.46851
62,561.46851
63,561.46851
64,561.46851
65,541.96851
66,561.46851
67,561.46851
68,541.96851
69,541.96851
70,513.46851
71,509.46851
72,552.3545
73,552.3545
74,552.3545
75,541.3545
76,541.3545
77,552.3545
78,552.3545
79,552.3545
80,552.3545
81,561.3545
82,560.3545
83,561.3545
84,561.3545
85,561.3545
86,561.3545
87,561.3545
88,561.3545
89,560.3545
90,562.3545
91,562.3545
92,562.3545
93,561.3545
94,552.3545
95,560.3545
96,556.32752
97,556.32752
98,556.32752
99,556.32752
100,556.32752
101,556.32752
102,556.32752
103,556.32752
104,556.32752
105,561.82752
106,561.82752
107,561.82752
108,561.82752
109,561.82752
110,561.82752
111,561.82752
112,561.82752
113,561.82752
114,576.32752
115,576.32752
116,561.82752
117,561.82752
118,561.82752
119,561.82752
120,491.47917
121,491.47917
122,450.38217
123,451.38217
124,451.38217
125,486.38217
126,491.47917
127,496.38217
128,496.38217
129,550.88217
130,550.88217
131,557.38217
132,557.38217
133,557.38217
134,557.38217
135,557.38217
136,557.38217
137,557.38217
138,557.38217
139,557.38217
140,557.38217
141,557.38217
142,550.88217
143,550.88217
144,498.55619
145,498.55619
146,498.55619
147,495.35619
148,495.35619
149,495.35619
150,495.35619
151,498.55619
152,498.55619
153,498.55619
154,498.55619
